frame,t,energy,area,bbox_x,bbox_y,bbox_w,bbox_h
198,3.3,0.128,70204,420,0,800,120
199,3.3167,0.122,70483,420,0,800,120
200,3.3333,0.1394,70715,420,0,800,120
201,3.35,0.1231,70368,420,0,800,120
202,3.3667,0.0165,70704,420,0,800,120
203,3.3833,0.0539,70393,420,0,800,120
204,3.4,0.0098,70397,420,0,800,120
205,3.4167,0.0744,70928,420,0,800,120
206,3.4333,0.0803,70404,420,0,800,120
207,3.45,0.0117,70729,420,0,800,120
208,3.4667,0.0324,70398,420,0,800,120
209,3.4833,0.0181,70733,420,0,800,120
210,3.5,0.03,70331,420,0,800,120
211,3.5167,0.7552,69573,420,0,800,120
212,3.5333,0.309,69937,420,0,800,120
213,3.55,0.0884,70249,420,0,800,120
214,3.5667,0.0674,70217,420,0,800,120
215,3.5833,2.18,69166,420,0,800,120
216,3.6,5.4322,68048,420,0,800,120
217,3.6167,4.8672,65777,420,0,800,120
218,3.6333,1.7773,64605,420,0,800,120
219,3.65,4.3043,66350,420,0,800,120
220,3.6667,4.0366,62946,420,0,800,113
221,3.6833,1.8625,59646,420,0,800,107
222,3.7,2.22,56791,420,0,800,100
223,3.7167,1.5055,52366,420,0,800,95
224,3.7333,1.1954,49146,420,0,800,80
225,3.75,0.4374,50143,420,0,800,80
226,3.7667,0.5713,48789,420,0,800,80
227,3.7833,0.5736,49321,420,0,800,80
228,3.8,0.365,48152,420,0,800,80
229,3.8167,0.2146,48420,420,0,800,80
230,3.8333,0.4996,46663,420,0,800,80
231,3.85,0.1946,47145,420,0,800,80
232,3.8667,0.2654,47992,420,0,800,80
233,3.8833,0.3312,48927,420,0,800,80
234,3.9,0.5439,46341,420,0,800,80
235,3.9167,0.3218,48401,420,0,800,80
236,3.9333,0.1793,46304,420,0,800,80
237,3.95,0.3541,47691,420,0,800,80
238,3.9667,0.5171,46515,420,0,800,80
239,3.9833,0.1735,46665,420,0,800,80
240,4.0,0.9713,48876,420,0,800,80
241,4.0167,0.5906,48843,420,0,800,80
242,4.0333,0.0975,48845,420,0,800,80
243,4.05,0.1377,48880,420,0,800,80
244,4.0667,0.166,48649,420,0,800,80
245,4.0833,0.1373,48553,420,0,800,80
246,4.1,0.1449,48257,420,0,800,80
247,4.1167,0.188,48277,420,0,800,80
248,4.1333,0.148,48264,420,0,800,80
249,4.15,0.1414,48214,420,0,800,80
250,4.1667,0.1279,48203,420,0,800,80
251,4.1833,0.1995,47152,420,0,800,80
252,4.2,0.1779,48453,420,0,800,80
253,4.2167,0.0905,48072,420,0,800,80
254,4.2333,1.2135,48354,420,0,800,80
255,4.25,1.2139,49432,420,0,800,80
256,4.2667,1.7861,51447,420,0,800,80
257,4.2833,1.7795,54128,420,0,800,96
258,4.3,2.8203,58974,420,0,800,107
259,4.3167,5.1812,64427,420,0,800,120
260,4.3333,2.663,65037,420,0,800,120
261,4.35,1.4381,64330,420,0,800,120
262,4.3667,4.988,67814,420,0,800,120
263,4.3833,1.9138,70773,420,0,800,120
264,4.4,1.3902,71600,420,0,800,120
265,4.4167,2.4204,73172,420,0,800,120
266,4.4333,0.1263,73100,420,0,800,120
267,4.45,1.6292,70806,420,0,800,120
268,4.4667,0.6924,71156,420,0,800,120
269,4.4833,0.4497,71089,420,0,800,120
270,4.5,0.8715,71190,420,0,800,120
271,4.5167,0.5306,71290,420,0,800,120
272,4.5333,0.6806,71924,420,0,800,120
273,4.55,0.6045,71019,420,0,800,120
274,4.5667,0.664,71243,420,0,800,120
275,4.5833,0.5653,71217,420,0,800,120
276,4.6,0.6749,71143,420,0,800,120
277,4.6167,0.3589,71093,420,0,800,120
278,4.6333,0.5895,71138,420,0,800,120
279,4.65,0.5703,70931,420,0,800,120
280,4.6667,0.1483,70917,420,0,800,120
281,4.6833,0.5105,70848,420,0,800,120
282,4.7,0.2728,70927,420,0,800,120
283,4.7167,0.2524,70956,420,0,800,120
284,4.7333,0.1601,71640,420,0,800,120
285,4.75,0.0,71640,420,0,800,120
286,4.7667,0.2349,71360,420,0,800,120
287,4.7833,0.8714,70123,420,0,800,120
288,4.8,0.3453,70713,420,0,800,120
289,4.8167,0.0904,70737,420,0,800,120
290,4.8333,0.1598,70889,420,0,800,120
291,4.85,0.1535,70898,420,0,800,120
292,4.8667,0.1195,70937,420,0,800,120
293,4.8833,0.1636,70875,420,0,800,120
294,4.9,0.1254,70932,420,0,800,120
295,4.9167,0.1331,71164,420,0,800,120
296,4.9333,0.1505,70913,420,0,800,120
297,4.95,0.1697,71151,420,0,800,120
298,4.9667,0.1375,71032,420,0,800,120
299,4.9833,0.1616,71019,420,0,800,120
300,5.0,0.7731,70144,420,0,800,120
301,5.0167,0.3362,70700,420,0,800,120
302,5.0333,0.0242,70687,420,0,800,120
303,5.05,0.4016,70107,420,0,800,120
304,5.0667,0.3413,70679,420,0,800,120
305,5.0833,0.0208,70671,420,0,800,120
306,5.1,0.1267,70796,420,0,800,120
307,5.1167,0.1408,70780,420,0,800,120
308,5.1333,0.0965,70795,420,0,800,120
309,5.15,0.1422,70745,420,0,800,120
310,5.1667,0.5253,70089,420,0,800,120
311,5.1833,0.0215,70080,420,0,800,120
312,5.2,0.3312,70665,420,0,800,120
313,5.2167,0.0374,70663,420,0,800,120
314,5.2333,0.151,70762,420,0,800,120
315,5.25,0.1374,70755,420,0,800,120
316,5.2667,0.1554,70399,420,0,800,120
317,5.2833,0.1484,70418,420,0,800,120
318,5.3,0.1327,70596,420,0,800,120
319,5.3167,0.1607,70668,420,0,800,120
320,5.3333,0.1424,70333,420,0,800,120
321,5.35,0.1735,71049,420,0,800,120
322,5.3667,0.1372,70575,420,0,800,120
323,5.3833,0.0217,70732,420,0,800,120
324,5.4,0.0552,70930,420,0,800,120
325,5.4167,0.1285,70842,420,0,800,120
326,5.4333,0.0557,70863,420,0,800,120
327,5.45,0.115,71096,420,0,800,120
328,5.4667,0.1226,70793,420,0,800,120
329,5.4833,0.1316,70876,420,0,800,120
330,5.5,0.0611,70871,420,0,800,120
331,5.5167,0.1083,70709,420,0,800,120
332,5.5333,0.8619,70099,420,0,800,120
333,5.55,0.3982,71985,420,0,800,120
334,5.5667,0.0303,71578,420,0,800,120
335,5.5833,0.1294,70733,420,0,800,120
336,5.6,0.134,70647,420,0,800,120
337,5.6167,0.1085,70546,420,0,800,120
338,5.6333,0.1554,71094,420,0,800,120
339,5.65,0.0944,71147,420,0,800,120
340,5.6667,0.1254,70947,420,0,800,120
341,5.6833,0.0984,70793,420,0,800,120
342,5.7,0.1345,70993,420,0,800,120
343,5.7167,0.1044,70981,420,0,800,120
344,5.7333,0.1196,70624,420,0,800,120
345,5.75,0.7275,70152,420,0,800,120
346,5.7667,0.3876,72019,420,0,800,120
347,5.7833,0.0158,71583,420,0,800,120
348,5.8,0.1221,70724,420,0,800,120
349,5.8167,0.1428,70289,420,0,800,120
350,5.8333,0.1328,70427,420,0,800,120
351,5.85,0.1486,70792,420,0,800,120
352,5.8667,0.1029,70900,420,0,800,120
353,5.8833,0.1374,71086,420,0,800,120
354,5.9,0.1159,70851,420,0,800,120
355,5.9167,0.1266,71175,420,0,800,120
356,5.9333,0.1126,70973,420,0,800,120
357,5.95,0.1475,70847,420,0,800,120
358,5.9667,0.0515,70819,420,0,800,120
359,5.9833,0.0766,70814,420,0,800,120
360,6.0,0.7773,70010,420,0,800,120
361,6.0167,0.3548,70593,420,0,800,120
362,6.0333,0.0279,70581,420,0,800,120
363,6.05,0.4547,69881,420,0,800,120
364,6.0667,0.354,70502,420,0,800,120
365,6.0833,0.0246,70489,420,0,800,120
366,6.1,0.13,70586,420,0,800,120
367,6.1167,0.1337,70634,420,0,800,120
368,6.1333,0.1007,70655,420,0,800,120
369,6.15,0.1363,70518,420,0,800,120
370,6.1667,0.095,70623,420,0,800,120
371,6.1833,0.1286,71025,420,0,800,120
372,6.2,0.1092,70649,420,0,800,120
373,6.2167,0.1272,70992,420,0,800,120
374,6.2333,0.1082,70916,420,0,800,120
375,6.25,3.2507,69685,420,0,800,120
376,6.2667,4.057,69694,420,0,800,120
377,6.2833,1.9749,69279,420,0,800,120
378,6.3,5.8893,64803,420,0,800,120
379,6.3167,3.0751,65115,420,0,800,120
380,6.3333,0.1764,64938,420,0,800,120
381,6.35,3.3066,66111,420,0,800,120
382,6.3667,1.0288,68162,420,0,800,120
383,6.3833,1.2443,67608,420,0,800,120
384,6.4,2.7218,66790,420,0,800,120
385,6.4167,1.6853,66396,420,0,800,120
386,6.4333,2.6394,65941,420,0,800,120
387,6.45,1.2869,66036,420,0,800,120
388,6.4667,3.128,66616,420,0,800,120
389,6.4833,0.8388,66960,420,0,800,120
390,6.5,2.4016,71246,420,0,800,120
391,6.5167,0.6995,71681,420,0,800,120
392,6.5333,1.169,71976,420,0,800,120
393,6.55,0.5767,72270,420,0,800,120
394,6.5667,1.4192,70049,420,0,800,120
395,6.5833,1.0941,71015,420,0,800,120
396,6.6,1.2188,70925,420,0,800,120
397,6.6167,0.6239,71038,420,0,800,120
398,6.6333,0.7601,71076,420,0,800,120
399,6.65,0.2066,70947,420,0,800,120
400,6.6667,0.5921,70759,420,0,800,120
401,6.6833,1.01,70659,420,0,800,120
402,6.7,0.5563,70786,420,0,800,120
403,6.7167,0.2146,71114,420,0,800,120
404,6.7333,0.689,70238,420,0,800,120
405,6.75,0.3753,70162,420,0,800,120
406,6.7667,0.3348,70450,420,0,800,120
407,6.7833,0.3227,70413,420,0,800,120
408,6.8,0.4604,70231,420,0,800,120
409,6.8167,0.9255,68911,420,0,800,120
410,6.8333,0.3789,69139,420,0,800,120
411,6.85,0.1088,69136,420,0,800,120
412,6.8667,0.2495,69082,420,0,800,120
413,6.8833,0.2281,69560,420,0,800,120
414,6.9,0.1965,69638,420,0,800,120
415,6.9167,0.225,69643,420,0,800,120
416,6.9333,0.1637,69402,420,0,800,120
417,6.95,0.1912,69737,420,0,800,120
418,6.9667,0.1632,69599,420,0,800,120
419,6.9833,0.2,69856,420,0,800,120
420,7.0,0.8117,68675,420,0,800,120
421,7.0167,0.3368,68997,420,0,800,120
422,7.0333,0.041,68993,420,0,800,120
423,7.05,0.1461,69006,420,0,800,120
424,7.0667,0.1384,69519,420,0,800,120
425,7.0833,0.5202,68675,420,0,800,120
426,7.1,0.3367,68981,420,0,800,120
427,7.1167,0.0382,68985,420,0,800,120
428,7.1333,0.1277,69029,420,0,800,120
429,7.15,0.1379,69489,420,0,800,120
430,7.1667,0.116,69616,420,0,800,120
431,7.1833,0.1487,69540,420,0,800,120
432,7.2,0.1295,69397,420,0,800,120
433,7.2167,0.1588,69728,420,0,800,120
434,7.2333,0.1397,69586,420,0,800,120
435,7.25,0.1652,69846,420,0,800,120
436,7.2667,0.6858,68649,420,0,800,120
437,7.2833,0.3583,69191,420,0,800,120
438,7.3,0.0454,69194,420,0,800,120
439,7.3167,0.0535,69224,420,0,800,120
440,7.3333,0.15,69178,420,0,800,120
441,7.35,0.147,69287,420,0,800,120
442,7.3667,0.1156,69246,420,0,800,120
443,7.3833,0.1629,69425,420,0,800,120
444,7.4,0.1395,69308,420,0,800,120
445,7.4167,0.1464,69180,420,0,800,120
446,7.4333,0.1352,68947,420,0,800,120
447,7.45,0.1469,69156,420,0,800,120
448,7.4667,0.1786,69136,420,0,800,120
449,7.4833,0.0719,69163,420,0,800,120
450,7.5,0.0281,69168,420,0,800,120
451,7.5167,0.8119,67086,420,0,800,120
452,7.5333,0.3179,69523,420,0,800,120
453,7.55,0.0393,69660,420,0,800,120
454,7.5667,0.1471,69066,420,0,800,120
455,7.5833,0.1523,68890,420,0,800,120
456,7.6,0.1279,68806,420,0,800,120
457,7.6167,0.1686,68789,420,0,800,120
458,7.6333,0.1357,69024,420,0,800,120
459,7.65,0.1365,69452,420,0,800,120
460,7.6667,0.1262,69046,420,0,800,120
461,7.6833,0.1623,69196,420,0,800,120
462,7.7,0.1241,69029,420,0,800,120
463,7.7167,0.145,69419,420,0,800,120
464,7.7333,0.6898,68722,420,0,800,120
465,7.75,0.3227,70004,420,0,800,120
466,7.7667,0.0149,70265,420,0,800,120
467,7.7833,0.1326,69660,420,0,800,120
468,7.8,0.1307,69600,420,0,800,120
469,7.8167,0.1253,69231,420,0,800,120
470,7.8333,0.1595,69553,420,0,800,120
471,7.85,0.1421,69280,420,0,800,120
472,7.8667,0.1427,69337,420,0,800,120
473,7.8833,0.1325,69064,420,0,800,120
474,7.9,0.1583,69260,420,0,800,120
475,7.9167,0.1137,69142,420,0,800,120
476,7.9333,0.1383,69215,420,0,800,120
477,7.95,0.058,69233,420,0,800,120
478,7.9667,0.1219,69085,420,0,800,120
479,7.9833,0.0605,69117,420,0,800,120
480,8.0,0.7532,67036,420,0,800,120
481,8.0167,0.0169,67032,420,0,800,120
482,8.0333,0.3241,69599,420,0,800,120
483,8.05,0.0096,69461,420,0,800,120
484,8.0667,0.1288,68995,420,0,800,120
485,8.0833,0.4364,69012,420,0,800,120
486,8.1,1.9374,67723,420,0,800,120
487,8.1167,1.4589,69351,420,0,800,120
488,8.1333,0.8319,68503,420,0,800,120
489,8.15,0.9149,66764,420,0,800,120
490,8.1667,1.3494,65954,420,0,800,120
491,8.1833,1.2141,66896,420,0,800,120
492,8.2,1.0708,67616,420,0,800,120
493,8.2167,0.0,67616,420,0,800,120
494,8.2333,1.6262,69340,420,0,800,120
495,8.25,0.1032,69342,420,0,800,120
496,8.2667,0.9301,70173,420,0,800,120
497,8.2833,2.0248,70325,420,0,800,120
498,8.3,1.1304,70799,420,0,800,120
499,8.3167,0.9705,69735,420,0,800,120
500,8.3333,0.8853,69799,420,0,800,120
501,8.35,0.8936,69005,420,0,800,120
502,8.3667,0.9534,69283,420,0,800,120
503,8.3833,0.6682,69177,420,0,800,120
504,8.4,0.6328,69800,420,0,800,120
505,8.4167,0.7163,69884,420,0,800,120
506,8.4333,0.6162,69134,420,0,800,120
507,8.45,0.5207,69596,420,0,800,120
508,8.4667,0.4473,69115,420,0,800,120
509,8.4833,0.2915,69130,420,0,800,120
510,8.5,1.0012,68508,420,0,800,120
511,8.5167,0.4839,68924,420,0,800,120
512,8.5333,0.1842,68857,420,0,800,120
513,8.55,0.166,68851,420,0,800,120
514,8.5667,0.2661,69092,420,0,800,120
515,8.5833,0.1959,69066,420,0,800,120
516,8.6,0.2047,69103,420,0,800,120
517,8.6167,0.3098,69042,420,0,800,120
518,8.6333,0.243,68973,420,0,800,120
519,8.65,0.2113,70016,420,0,800,120
520,8.6667,0.2446,68988,420,0,800,120
521,8.6833,0.177,69004,420,0,800,120
522,8.7,0.1835,69028,420,0,800,120
523,8.7167,0.9001,68477,420,0,800,120
524,8.7333,0.3804,68960,420,0,800,120
525,8.75,0.043,68973,420,0,800,120
526,8.7667,0.1756,69127,420,0,800,120
527,8.7833,0.1649,69131,420,0,800,120
528,8.8,0.1326,69172,420,0,800,120
529,8.8167,0.1793,69064,420,0,800,120
530,8.8333,0.1223,69042,420,0,800,120
531,8.85,0.1567,69321,420,0,800,120
532,8.8667,0.2475,68706,420,0,800,120
533,8.8833,0.2145,69356,420,0,800,120
534,8.9,0.1581,69239,420,0,800,120
535,8.9167,0.1298,69272,420,0,800,120
536,8.9333,0.0405,69185,420,0,800,120
537,8.95,0.1169,69117,420,0,800,120
538,8.9667,0.1609,68286,420,0,800,120
539,8.9833,0.184,68146,420,0,800,120
540,9.0,0.9002,68396,420,0,800,120
541,9.0167,0.3903,70087,420,0,800,120
542,9.0333,0.0978,70101,420,0,800,120
543,9.05,0.4031,68399,420,0,800,120
544,9.0667,0.3956,70075,420,0,800,120
545,9.0833,0.0143,70070,420,0,800,120
546,9.1,0.0827,70014,420,0,800,120
547,9.1167,0.1335,69116,420,0,800,120
548,9.1333,0.1531,69194,420,0,800,120
549,9.15,0.1286,69059,420,0,800,120
550,9.1667,0.1477,69059,420,0,800,120
551,9.1833,0.1351,69205,420,0,800,120
552,9.2,0.1434,69251,420,0,800,120
553,9.2167,0.1353,69152,420,0,800,120
554,9.2333,0.1514,69145,420,0,800,120
555,9.25,0.1325,69095,420,0,800,120
556,9.2667,0.835,68310,420,0,800,120
557,9.2833,0.394,70063,420,0,800,120
558,9.3,0.5199,69518,420,0,800,120
559,9.3167,2.9561,67955,420,0,800,120
560,9.3333,2.8622,69147,420,0,800,120
561,9.35,1.4811,68718,420,0,800,120
562,9.3667,0.9788,66806,420,0,800,120
563,9.3833,0.7578,66299,420,0,800,120
564,9.4,1.0979,67408,420,0,800,120
565,9.4167,1.0025,68735,420,0,800,120
566,9.4333,0.9596,70399,420,0,800,120
567,9.45,0.9094,71466,420,0,800,120
568,9.4667,0.7644,72059,420,0,800,120
569,9.4833,1.1558,71677,420,0,800,120
570,9.5,1.14,72024,420,0,800,120
571,9.5167,0.9192,71031,420,0,800,120
572,9.5333,0.8454,69747,420,0,800,120
573,9.55,0.8988,69728,420,0,800,120
574,9.5667,0.8663,69616,420,0,800,120
575,9.5833,0.7722,69596,420,0,800,120
576,9.6,0.7217,69398,420,0,800,120
577,9.6167,0.6435,69263,420,0,800,120
578,9.6333,0.6287,70202,420,0,800,120
579,9.65,0.649,69241,420,0,800,120
580,9.6667,0.5362,69202,420,0,800,120
581,9.6833,0.418,69254,420,0,800,120
582,9.7,0.2943,69210,420,0,800,120
583,9.7167,0.3083,69217,420,0,800,120
584,9.7333,0.2645,69201,420,0,800,120
585,9.75,0.3782,69392,420,0,800,120
586,9.7667,0.3233,69425,420,0,800,120
587,9.7833,0.2682,69557,420,0,800,120
588,9.8,0.2331,69263,420,0,800,120
589,9.8167,0.2144,69472,420,0,800,120
590,9.8333,0.2593,69582,420,0,800,120
591,9.85,0.9548,68332,420,0,800,120
592,9.8667,0.4341,68707,420,0,800,120
593,9.8833,0.0841,68712,420,0,800,120
594,9.9,0.1385,68777,420,0,800,120
595,9.9167,0.1542,68789,420,0,800,120
596,9.9333,0.1172,68824,420,0,800,120
597,9.95,0.1912,68740,420,0,800,120
598,9.9667,0.1278,68856,420,0,800,120
599,9.9833,0.1765,69277,420,0,800,120
600,10.0,0.775,68285,420,0,800,120
601,10.0167,0.4276,68856,420,0,800,120
602,10.0333,0.0594,68874,420,0,800,120
603,10.05,0.5243,68294,420,0,800,120
604,10.0667,0.4217,68879,420,0,800,120
605,10.0833,0.0414,68865,420,0,800,120
606,10.1,0.136,68993,420,0,800,120
607,10.1167,0.1488,69000,420,0,800,120
608,10.1333,0.123,69074,420,0,800,120
609,10.15,0.1577,68977,420,0,800,120
610,10.1667,0.1,69135,420,0,800,120
611,10.1833,0.1486,69434,420,0,800,120
612,10.2,0.1341,69083,420,0,800,120
613,10.2167,0.1699,69424,420,0,800,120
614,10.2333,0.1378,69384,420,0,800,120
615,10.25,0.1271,69366,420,0,800,120
616,10.2667,0.1083,69392,420,0,800,120
617,10.2833,0.0426,69413,420,0,800,120
