frame,t,energy,area,bbox_x,bbox_y,bbox_w,bbox_h
111,1.85,0.0133,47932,420,0,800,80
112,1.8667,0.0167,47967,420,0,800,80
113,1.8833,0.0083,47633,420,0,800,80
114,1.9,0.0974,46761,420,0,800,80
115,1.9167,0.0207,47990,420,0,800,80
116,1.9333,0.0146,47653,420,0,800,80
117,1.95,0.0171,47035,420,0,800,80
118,1.9667,0.8963,46805,420,0,800,80
119,1.9833,0.5875,44682,420,0,800,80
120,2.0,0.6294,49526,420,0,800,80
121,2.0167,0.5187,49320,420,0,800,80
122,2.0333,0.024,49320,420,0,800,80
123,2.05,0.1306,49306,420,0,800,80
124,2.0667,0.2759,49302,420,0,800,80
125,2.0833,0.1953,49306,420,0,800,80
126,2.1,0.1991,48005,420,0,800,80
127,2.1167,0.1736,48037,420,0,800,80
128,2.1333,0.1519,46355,420,0,800,80
129,2.15,0.1038,46416,420,0,800,80
130,2.1667,0.3514,47363,420,0,800,80
131,2.1833,0.1339,47361,420,0,800,80
132,2.2,0.1692,46052,420,0,800,80
133,2.2167,0.0571,45794,420,0,800,80
134,2.2333,0.0917,45995,420,0,800,80
135,2.25,0.0922,47452,420,0,800,80
136,2.2667,0.0942,47497,420,0,800,80
137,2.2833,0.1189,46604,420,0,800,80
138,2.3,0.1222,47758,420,0,800,80
139,2.3167,0.3618,48103,420,0,800,80
140,2.3333,0.0593,48112,420,0,800,80
141,2.35,0.0472,47691,420,0,800,80
142,2.3667,0.0764,46980,420,0,800,80
143,2.3833,0.0206,48184,420,0,800,80
144,2.4,0.0157,47799,420,0,800,80
145,2.4167,0.1084,48173,420,0,800,80
146,2.4333,0.1349,48124,420,0,800,80
147,2.45,0.0288,46922,420,0,800,80
148,2.4667,0.0248,48133,420,0,800,80
149,2.4833,0.1022,48146,420,0,800,80
150,2.5,0.021,48064,420,0,800,80
151,2.5167,0.0436,48077,420,0,800,80
152,2.5333,0.0623,46398,420,0,800,80
153,2.55,0.0191,47405,420,0,800,80
154,2.5667,0.2184,46267,420,0,800,80
155,2.5833,0.0561,46212,420,0,800,80
156,2.6,0.0592,46242,420,0,800,80
157,2.6167,0.0473,48509,420,0,800,80
158,2.6333,0.0499,48593,420,0,800,80
159,2.65,0.2259,46341,420,0,800,80
160,2.6667,0.0721,49346,420,0,800,80
161,2.6833,0.0337,46435,420,0,800,80
162,2.7,0.0287,49320,420,0,800,80
163,2.7167,0.0085,47874,420,0,800,80
164,2.7333,0.2076,46589,420,0,800,80
165,2.75,0.024,48244,420,0,800,80
166,2.7667,0.0028,49398,420,0,800,80
167,2.7833,0.0243,46590,420,0,800,80
168,2.8,0.0197,49360,420,0,800,80
169,2.8167,0.1473,47873,420,0,800,80
170,2.8333,0.023,46537,420,0,800,80
171,2.85,0.0397,49206,420,0,800,80
172,2.8667,0.0075,48152,420,0,800,80
173,2.8833,0.0074,48152,420,0,800,80
174,2.9,0.9667,48788,420,0,800,80
175,2.9167,0.0,48788,420,0,800,80
176,2.9333,0.5777,45677,420,0,800,80
177,2.95,0.0345,48026,420,0,800,80
178,2.9667,0.1418,48115,420,0,800,80
179,2.9833,0.4025,49357,420,0,800,80
180,3.0,0.6921,48832,420,0,800,80
181,3.0167,0.5473,48063,420,0,800,80
182,3.0333,0.0,48063,420,0,800,80
183,3.05,0.1589,45738,420,0,800,80
184,3.0667,0.3187,45910,420,0,800,80
185,3.0833,0.1905,48501,420,0,800,80
186,3.1,0.157,45929,420,0,800,80
187,3.1167,0.165,48807,420,0,800,80
188,3.1333,0.1522,47292,420,0,800,80
189,3.15,0.1461,46045,420,0,800,80
190,3.1667,0.1055,45998,420,0,800,80
191,3.1833,1.836,49280,420,0,800,80
192,3.2,0.2511,47631,420,0,800,80
193,3.2167,0.0399,49294,420,0,800,80
194,3.2333,0.0652,48860,420,0,800,80
195,3.25,0.0484,47583,420,0,800,80
196,3.2667,0.1121,47650,420,0,800,80
197,3.2833,0.0913,49335,420,0,800,80
198,3.3,1.8971,49357,420,0,800,80
199,3.3167,1.5165,55616,420,0,800,97
200,3.3333,1.0831,57602,420,0,800,101
201,3.35,2.6036,66365,420,0,800,117
202,3.3667,0.5693,68846,420,0,800,119
203,3.3833,1.6762,64677,420,0,800,120
204,3.4,3.7111,64891,420,0,800,120
205,3.4167,0.1743,63656,420,0,800,120
206,3.4333,2.5349,63049,420,0,800,120
207,3.45,2.5316,62357,420,0,800,120
208,3.4667,1.1499,62150,420,0,800,120
209,3.4833,0.0848,62516,420,0,800,120
210,3.5,0.5283,62031,420,0,800,120
211,3.5167,0.285,62428,420,0,800,120
212,3.5333,0.2378,62339,420,0,800,120
213,3.55,0.1235,62364,420,0,800,120
214,3.5667,0.0992,63265,420,0,800,120
215,3.5833,0.1615,62359,420,0,800,120
216,3.6,3.8529,59470,420,0,800,120
217,3.6167,1.2894,61436,420,0,800,120
218,3.6333,0.5416,60667,420,0,800,120
219,3.65,0.7753,60950,420,0,800,120
220,3.6667,0.5912,61107,420,0,800,120
221,3.6833,0.59,60332,420,0,800,120
222,3.7,0.5762,60309,420,0,800,120
223,3.7167,0.9426,61648,420,0,800,120
224,3.7333,0.5938,60746,420,0,800,120
225,3.75,0.9349,60702,420,0,800,120
226,3.7667,0.8586,62686,420,0,800,120
227,3.7833,1.4468,62818,420,0,800,120
228,3.8,0.7571,63269,420,0,800,120
229,3.8167,0.8749,62747,420,0,800,120
230,3.8333,0.8038,61498,420,0,800,120
231,3.85,0.9195,62077,420,0,800,120
232,3.8667,0.7767,61644,420,0,800,120
233,3.8833,0.749,61637,420,0,800,120
234,3.9,0.6833,61378,420,0,800,120
235,3.9167,0.7438,61124,420,0,800,120
236,3.9333,0.487,60647,420,0,800,120
237,3.95,0.656,61259,420,0,800,120
238,3.9667,0.4674,60944,420,0,800,120
239,3.9833,0.4354,61005,420,0,800,120
240,4.0,0.9807,60647,420,0,800,120
241,4.0167,0.5101,60745,420,0,800,120
242,4.0333,0.2509,60914,420,0,800,120
243,4.05,0.206,60919,420,0,800,120
244,4.0667,0.1749,60876,420,0,800,120
245,4.0833,0.1829,60873,420,0,800,120
246,4.1,0.2038,60493,420,0,800,120
247,4.1167,0.1534,60427,420,0,800,120
248,4.1333,0.1748,60456,420,0,800,120
249,4.15,0.2071,60574,420,0,800,120
250,4.1667,0.1858,61659,420,0,800,120
251,4.1833,0.1782,61693,420,0,800,120
252,4.2,0.1702,60602,420,0,800,120
253,4.2167,0.1516,60543,420,0,800,120
254,4.2333,0.005,60541,420,0,800,120
255,4.25,0.1674,60476,420,0,800,120
256,4.2667,0.164,60581,420,0,800,120
257,4.2833,1.1556,60890,420,0,800,120
258,4.3,0.0122,60886,420,0,800,120
259,4.3167,0.5998,61169,420,0,800,120
260,4.3333,0.2668,60837,420,0,800,120
261,4.35,0.2883,61125,420,0,800,120
262,4.3667,0.1875,60887,420,0,800,120
263,4.3833,0.2996,60940,420,0,800,120
264,4.4,0.1923,60291,420,0,800,120
265,4.4167,0.866,60817,420,0,800,120
266,4.4333,0.4162,61214,420,0,800,120
267,4.45,0.4558,60937,420,0,800,120
268,4.4667,0.1799,61261,420,0,800,120
269,4.4833,0.1789,61022,420,0,800,120
270,4.5,0.2917,60105,420,0,800,120
271,4.5167,0.2974,60543,420,0,800,120
272,4.5333,0.1589,59480,420,0,800,120
273,4.55,0.2977,59686,420,0,800,120
274,4.5667,0.1578,59322,420,0,800,120
275,4.5833,0.2876,59770,420,0,800,120
276,4.6,0.153,59774,420,0,800,120
277,4.6167,0.0,59774,420,0,800,120
278,4.6333,0.2428,60645,420,0,800,120
279,4.65,1.0346,59990,420,0,800,120
280,4.6667,0.4798,59940,420,0,800,120
281,4.6833,0.3576,59990,420,0,800,120
282,4.7,0.1829,60315,420,0,800,120
283,4.7167,0.3207,60482,420,0,800,120
284,4.7333,0.1699,59576,420,0,800,120
285,4.75,0.2391,59745,420,0,800,120
286,4.7667,0.1446,60467,420,0,800,120
287,4.7833,0.2473,59258,420,0,800,120
288,4.8,0.1428,59170,420,0,800,120
289,4.8167,0.196,60099,420,0,800,120
290,4.8333,11.4308,61811,420,0,800,120
291,4.85,0.3795,62487,420,0,800,120
292,4.8667,0.0807,62421,420,0,800,120
293,4.8833,0.2011,62356,420,0,800,120
294,4.9,0.1488,61946,420,0,800,120
295,4.9167,0.3251,62655,420,0,800,120
296,4.9333,0.1358,62915,420,0,800,120
297,4.95,0.2978,63292,420,0,800,120
298,4.9667,0.1353,62902,420,0,800,120
299,4.9833,0.2207,61996,420,0,800,120
300,5.0,1.0047,60539,420,0,800,120
301,5.0167,0.4502,61094,420,0,800,120
302,5.0333,0.0193,60985,420,0,800,120
303,5.05,0.1669,61254,420,0,800,120
304,5.0667,0.5104,59772,420,0,800,120
305,5.0833,0.4601,60251,420,0,800,120
306,5.1,0.552,61332,420,0,800,120
307,5.1167,0.5261,61789,420,0,800,120
308,5.1333,0.0019,61789,420,0,800,120
309,5.15,0.2222,62009,420,0,800,120
310,5.1667,0.1468,62811,420,0,800,120
311,5.1833,0.1407,61806,420,0,800,120
312,5.2,0.623,61142,420,0,800,120
313,5.2167,0.4784,61784,420,0,800,120
314,5.2333,0.0101,61782,420,0,800,120
315,5.25,0.2332,61978,420,0,800,120
316,5.2667,1.4405,61664,420,0,800,120
317,5.2833,0.2813,62243,420,0,800,120
318,5.3,0.3187,62476,420,0,800,120
319,5.3167,0.3524,62660,420,0,800,120
320,5.3333,0.1708,63005,420,0,800,120
321,5.35,0.6685,62133,420,0,800,120
322,5.3667,0.5265,63068,420,0,800,120
323,5.3833,0.5799,63348,420,0,800,120
324,5.4,0.4846,63169,420,0,800,120
325,5.4167,1.2197,63031,420,0,800,120
326,5.4333,0.7109,63301,420,0,800,120
327,5.45,0.5315,63773,420,0,800,120
328,5.4667,0.3815,63568,420,0,800,120
329,5.4833,0.4966,63562,420,0,800,120
330,5.5,0.4626,63484,420,0,800,120
331,5.5167,0.6203,63294,420,0,800,120
332,5.5333,0.4003,63170,420,0,800,120
333,5.55,0.5474,62799,420,0,800,120
334,5.5667,0.4516,62832,420,0,800,120
335,5.5833,0.4339,62600,420,0,800,120
336,5.6,0.358,62551,420,0,800,120
337,5.6167,0.3357,62509,420,0,800,120
338,5.6333,0.1621,62452,420,0,800,120
339,5.65,0.2393,62424,420,0,800,120
340,5.6667,0.1662,62485,420,0,800,120
341,5.6833,0.2303,62454,420,0,800,120
342,5.7,0.1789,62508,420,0,800,120
343,5.7167,0.0255,62481,420,0,800,120
344,5.7333,0.0644,62439,420,0,800,120
345,5.75,0.0245,62466,420,0,800,120
346,5.7667,0.1027,62463,420,0,800,120
347,5.7833,0.1617,62438,420,0,800,120
348,5.8,1.1346,64025,420,0,800,120
349,5.8167,0.4812,63998,420,0,800,120
350,5.8333,0.31,64067,420,0,800,120
351,5.85,0.2513,64040,420,0,800,120
352,5.8667,0.1597,63659,420,0,800,120
353,5.8833,0.1911,63732,420,0,800,120
354,5.9,0.1916,62863,420,0,800,120
355,5.9167,0.1561,62922,420,0,800,120
356,5.9333,0.19,63513,420,0,800,120
357,5.95,0.1957,62733,420,0,800,120
358,5.9667,0.1842,63324,420,0,800,120
359,5.9833,0.1623,63238,420,0,800,120
360,6.0,1.1003,60521,420,0,800,120
361,6.0167,0.465,62373,420,0,800,120
362,6.0333,0.2774,62394,420,0,800,120
363,6.05,0.1041,62399,420,0,800,120
364,6.0667,0.124,62364,420,0,800,120
365,6.0833,0.7218,60414,420,0,800,120
366,6.1,0.4171,62142,420,0,800,120
367,6.1167,0.3708,60781,420,0,800,120
368,6.1333,0.1768,63196,420,0,800,120
369,6.15,0.2676,61994,420,0,800,120
370,6.1667,0.144,62183,420,0,800,120
371,6.1833,0.1803,63162,420,0,800,120
372,6.2,9.0651,65225,420,0,800,120
373,6.2167,0.3069,65840,420,0,800,120
374,6.2333,0.1672,64434,420,0,800,120
375,6.25,0.2343,64934,420,0,800,120
376,6.2667,0.1209,65125,420,0,800,120
377,6.2833,0.0376,65105,420,0,800,120
378,6.3,0.8321,65038,420,0,800,120
379,6.3167,0.424,65219,420,0,800,120
380,6.3333,0.0415,64744,420,0,800,120
381,6.35,0.1527,64789,420,0,800,120
382,6.3667,0.155,65823,420,0,800,120
383,6.3833,0.1377,64797,420,0,800,120
384,6.4,0.1626,65715,420,0,800,120
385,6.4167,0.1365,65442,420,0,800,120
386,6.4333,0.1425,64257,420,0,800,120
387,6.45,0.1354,64453,420,0,800,120
388,6.4667,0.1527,65267,420,0,800,120
389,6.4833,0.1265,64627,420,0,800,120
390,6.5,0.205,64628,420,0,800,120
391,6.5167,0.0703,64594,420,0,800,120
392,6.5333,0.0057,64594,420,0,800,120
393,6.55,0.0963,64670,420,0,800,120
394,6.5667,0.0991,64667,420,0,800,120
395,6.5833,0.1435,64421,420,0,800,120
396,6.6,0.1218,64264,420,0,800,120
397,6.6167,1.7461,63750,420,0,800,120
398,6.6333,0.1721,64329,420,0,800,120
399,6.65,0.3419,64318,420,0,800,120
400,6.6667,0.2885,64391,420,0,800,120
401,6.6833,1.2608,64414,420,0,800,120
402,6.7,0.684,64812,420,0,800,120
403,6.7167,0.6051,64652,420,0,800,120
404,6.7333,0.4807,65048,420,0,800,120
405,6.75,0.5866,65325,420,0,800,120
406,6.7667,0.501,65523,420,0,800,120
407,6.7833,0.5276,65413,420,0,800,120
408,6.8,0.376,65525,420,0,800,120
409,6.8167,0.4599,66036,420,0,800,120
410,6.8333,0.3028,65082,420,0,800,120
411,6.85,0.4939,65675,420,0,800,120
412,6.8667,0.4743,65507,420,0,800,120
413,6.8833,0.5532,65092,420,0,800,120
414,6.9,1.1524,65254,420,0,800,120
415,6.9167,0.7172,65154,420,0,800,120
416,6.9333,0.4539,64947,420,0,800,120
417,6.95,0.3929,64933,420,0,800,120
418,6.9667,0.366,64747,420,0,800,120
419,6.9833,0.3767,64674,420,0,800,120
420,7.0,1.0427,65359,420,0,800,120
421,7.0167,0.4869,65297,420,0,800,120
422,7.0333,0.5525,65274,420,0,800,120
423,7.05,0.421,65229,420,0,800,120
424,7.0667,0.2281,65302,420,0,800,120
425,7.0833,0.2424,65281,420,0,800,120
426,7.1,0.2028,65046,420,0,800,120
427,7.1167,0.1645,65084,420,0,800,120
428,7.1333,0.2003,63829,420,0,800,120
429,7.15,0.1883,63660,420,0,800,120
430,7.1667,0.1665,63954,420,0,800,120
431,7.1833,0.1867,63803,420,0,800,120
432,7.2,0.1959,64803,420,0,800,120
433,7.2167,0.2254,64990,420,0,800,120
434,7.2333,0.1607,64902,420,0,800,120
435,7.25,0.2093,64956,420,0,800,120
436,7.2667,0.01,64956,420,0,800,120
437,7.2833,0.1662,64838,420,0,800,120
438,7.3,0.1564,65065,420,0,800,120
439,7.3167,0.1759,65019,420,0,800,120
440,7.3333,0.0028,65019,420,0,800,120
441,7.35,0.0616,65024,420,0,800,120
442,7.3667,0.1026,64190,420,0,800,120
443,7.3833,0.0887,64168,420,0,800,120
444,7.4,1.0318,65474,420,0,800,120
445,7.4167,0.4397,65422,420,0,800,120
446,7.4333,0.2226,65476,420,0,800,120
447,7.45,0.2293,65426,420,0,800,120
448,7.4667,0.1828,65328,420,0,800,120
449,7.4833,0.1738,65360,420,0,800,120
450,7.5,0.267,63668,420,0,800,120
451,7.5167,0.162,63754,420,0,800,120
452,7.5333,7.995,63601,420,0,800,120
453,7.55,0.2598,64327,420,0,800,120
454,7.5667,0.233,63842,420,0,800,120
455,7.5833,0.2143,63934,420,0,800,120
456,7.6,0.1264,63885,420,0,800,120
457,7.6167,0.139,64909,420,0,800,120
458,7.6333,0.1411,65110,420,0,800,120
459,7.65,0.9128,64975,420,0,800,120
460,7.6667,0.3803,65048,420,0,800,120
461,7.6833,0.102,65026,420,0,800,120
462,7.7,0.159,65390,420,0,800,120
463,7.7167,0.1362,65639,420,0,800,120
464,7.7333,0.1225,64699,420,0,800,120
465,7.75,0.1679,64348,420,0,800,120
466,7.7667,0.109,65093,420,0,800,120
467,7.7833,0.1424,64163,420,0,800,120
468,7.8,0.7152,65108,420,0,800,120
469,7.8167,0.3936,65289,420,0,800,120
470,7.8333,0.0141,64582,420,0,800,120
471,7.85,0.1597,64582,420,0,800,120
472,7.8667,0.1222,65282,420,0,800,120
473,7.8833,0.1814,64921,420,0,800,120
474,7.9,0.115,65680,420,0,800,120
475,7.9167,0.1607,65524,420,0,800,120
476,7.9333,0.1188,64126,420,0,800,120
477,7.95,5.1325,60880,420,0,800,120
478,7.9667,0.2483,61628,420,0,800,120
479,7.9833,0.3612,61877,420,0,800,120
480,8.0,1.1416,63955,420,0,800,120
481,8.0167,0.6947,63995,420,0,800,120
482,8.0333,0.6606,63953,420,0,800,120
483,8.05,0.6917,63853,420,0,800,120
484,8.0667,0.7331,64216,420,0,800,120
485,8.0833,0.8179,64347,420,0,800,120
486,8.1,0.8975,64558,420,0,800,120
487,8.1167,0.5824,64369,420,0,800,120
488,8.1333,1.7492,64203,420,0,800,120
489,8.15,1.177,64875,420,0,800,120
490,8.1667,0.5024,64340,420,0,800,120
491,8.1833,0.9074,63332,420,0,800,120
492,8.2,0.9467,62647,420,0,800,120
493,8.2167,0.8714,64250,420,0,800,120
494,8.2333,0.8021,63017,420,0,800,120
495,8.25,0.8016,63141,420,0,800,120
496,8.2667,0.6703,62496,420,0,800,120
497,8.2833,0.6101,61419,420,0,800,120
498,8.3,0.5681,62420,420,0,800,120
499,8.3167,0.142,62818,420,0,800,120
500,8.3333,0.6915,62856,420,0,800,120
501,8.35,0.1621,62855,420,0,800,120
502,8.3667,0.1906,62815,420,0,800,120
503,8.3833,0.8874,61744,420,0,800,120
504,8.4,0.3635,62236,420,0,800,120
505,8.4167,0.2092,61860,420,0,800,120
506,8.4333,0.3294,61378,420,0,800,120
507,8.45,0.2277,61526,420,0,800,120
508,8.4667,0.1353,62173,420,0,800,120
509,8.4833,0.2811,61486,420,0,800,120
510,8.5,0.1192,61421,420,0,800,120
511,8.5167,0.6864,61731,420,0,800,120
512,8.5333,0.3681,61772,420,0,800,120
513,8.55,0.2882,61856,420,0,800,120
514,8.5667,0.1695,60789,420,0,800,120
515,8.5833,0.2489,61036,420,0,800,120
516,8.6,0.1432,60393,420,0,800,120
517,8.6167,0.2235,60326,420,0,800,120
518,8.6333,0.1281,60373,420,0,800,120
519,8.65,0.2709,60831,420,0,800,120
520,8.6667,0.1433,59937,420,0,800,120
521,8.6833,0.2479,60750,420,0,800,120
522,8.7,0.1436,61234,420,0,800,120
523,8.7167,0.2257,60587,420,0,800,120
524,8.7333,0.0764,60800,420,0,800,120
525,8.75,0.0717,61544,420,0,800,120
526,8.7667,0.1367,60777,420,0,800,120
527,8.7833,0.1996,61689,420,0,800,120
528,8.8,0.9642,61865,420,0,800,120
529,8.8167,0.4483,62151,420,0,800,120
530,8.8333,0.2378,61634,420,0,800,120
531,8.85,0.2478,62194,420,0,800,120
532,8.8667,0.1714,61338,420,0,800,120
533,8.8833,0.172,62347,420,0,800,120
534,8.9,0.162,61749,420,0,800,120
535,8.9167,0.1261,60869,420,0,800,120
536,8.9333,0.1536,61134,420,0,800,120
537,8.95,11.1223,65283,420,0,800,120
538,8.9667,0.2394,64959,420,0,800,120
539,8.9833,0.2659,65234,420,0,800,120
540,9.0,0.8094,66078,420,0,800,120
541,9.0167,0.6545,65824,420,0,800,120
542,9.0333,0.1612,65879,420,0,800,120
543,9.05,0.1934,65965,420,0,800,120
544,9.0667,0.1149,65960,420,0,800,120
545,9.0833,0.174,65955,420,0,800,120
546,9.1,0.1335,66440,420,0,800,120
547,9.1167,0.2806,66257,420,0,800,120
548,9.1333,0.114,66289,420,0,800,120
549,9.15,0.1623,66245,420,0,800,120
550,9.1667,0.7451,66681,420,0,800,120
551,9.1833,0.4512,66788,420,0,800,120
552,9.2,0.014,66742,420,0,800,120
553,9.2167,0.2317,66642,420,0,800,120
554,9.2333,0.1225,66449,420,0,800,120
555,9.25,0.1654,66532,420,0,800,120
556,9.2667,0.1339,66183,420,0,800,120
557,9.2833,0.2257,66154,420,0,800,120
558,9.3,0.1239,66164,420,0,800,120
559,9.3167,0.6333,66592,420,0,800,120
560,9.3333,0.3637,66620,420,0,800,120
561,9.35,0.0589,66602,420,0,800,120
562,9.3667,0.1349,66613,420,0,800,120
563,9.3833,1.7215,66205,420,0,800,120
564,9.4,0.1984,66615,420,0,800,120
565,9.4167,0.3121,65906,420,0,800,120
566,9.4333,0.2692,65949,420,0,800,120
567,9.45,0.283,65870,420,0,800,120
568,9.4667,0.2948,65735,420,0,800,120
569,9.4833,0.5385,65692,420,0,800,120
570,9.5,0.1447,65883,420,0,800,120
571,9.5167,0.772,65786,420,0,800,120
572,9.5333,0.8275,65983,420,0,800,120
573,9.55,0.3913,66054,420,0,800,120
574,9.5667,0.5648,66247,420,0,800,120
575,9.5833,0.4963,66152,420,0,800,120
576,9.6,1.0378,66794,420,0,800,120
577,9.6167,0.8056,66822,420,0,800,120
578,9.6333,0.7578,66616,420,0,800,120
579,9.65,0.0829,66592,420,0,800,120
580,9.6667,0.5766,66677,420,0,800,120
581,9.6833,0.7023,66416,420,0,800,120
582,9.7,0.3893,66619,420,0,800,120
583,9.7167,0.4188,66504,420,0,800,120
584,9.7333,0.297,66607,420,0,800,120
585,9.75,0.1834,67022,420,0,800,120
586,9.7667,0.3933,65651,420,0,800,120
587,9.7833,0.2839,66141,420,0,800,120
588,9.8,0.1639,65635,420,0,800,120
589,9.8167,0.0196,65634,420,0,800,120
590,9.8333,0.0911,65602,420,0,800,120
591,9.85,0.0754,65609,420,0,800,120
592,9.8667,0.1137,65656,420,0,800,120
593,9.8833,0.1473,65539,420,0,800,120
594,9.9,0.1438,66824,420,0,800,120
595,9.9167,0.1438,65495,420,0,800,120
596,9.9333,0.112,65805,420,0,800,120
597,9.95,0.1965,64651,420,0,800,120
598,9.9667,0.1553,65253,420,0,800,120
599,9.9833,0.0089,64784,420,0,800,120
600,10.0,0.9994,64337,420,0,800,120
601,10.0167,0.5287,64830,420,0,800,120
602,10.0333,0.0213,64980,420,0,800,120
603,10.05,0.1204,64979,420,0,800,120
604,10.0667,0.1656,64611,420,0,800,120
605,10.0833,0.7884,66039,420,0,800,120
606,10.1,0.4969,66026,420,0,800,120
607,10.1167,0.0167,65291,420,0,800,120
608,10.1333,0.1032,65320,420,0,800,120
609,10.15,0.1664,66075,420,0,800,120
610,10.1667,0.1564,65566,420,0,800,120
611,10.1833,0.1503,65365,420,0,800,120
612,10.2,0.2159,66043,420,0,800,120
613,10.2167,0.1579,64715,420,0,800,120
614,10.2333,0.1617,64945,420,0,800,120
615,10.25,0.1884,65633,420,0,800,120
616,10.2667,0.1497,66111,420,0,800,120
617,10.2833,0.134,65750,420,0,800,120
