frame,t,w_y8,l_y8,r_y8,w_y20,l_y20,r_y20,w_y35,l_y35,r_y35,w_y55,l_y55,r_y55,w_y75,l_y75,r_y75,w_y95,l_y95,r_y95,w_y115,l_y115,r_y115,center_dark_bottom
252,4.2,532,574,1105,518,580,1097,464,580,1043,521,579,1099,1636,0,1635,66,799,864,40,813,852,140
253,4.2167,532,574,1105,518,580,1097,464,580,1043,519,579,1097,1636,0,1635,66,799,864,40,813,852,140
254,4.2333,532,574,1105,518,580,1097,464,580,1043,519,579,1097,1636,0,1635,66,799,864,40,813,852,140
255,4.25,532,574,1105,518,580,1097,464,580,1043,520,579,1098,1636,0,1635,66,799,864,40,813,852,140
256,4.2667,532,574,1105,518,580,1097,464,580,1043,519,579,1097,1636,0,1635,66,799,864,40,813,852,140
257,4.2833,529,575,1103,518,580,1097,464,580,1043,521,579,1099,1636,0,1635,65,800,864,40,813,852,141
258,4.3,529,575,1103,518,580,1097,464,580,1043,521,579,1099,1636,0,1635,65,800,864,40,813,852,141
259,4.3167,529,575,1103,466,580,1045,464,580,1043,521,579,1099,1636,0,1635,65,799,863,40,813,852,141
260,4.3333,532,574,1105,466,580,1045,464,580,1043,520,579,1098,1636,0,1635,65,799,863,40,813,852,141
261,4.35,532,574,1105,464,580,1043,463,580,1042,520,579,1098,1636,0,1635,66,799,864,40,813,852,141
262,4.3667,532,574,1105,465,580,1044,463,580,1042,519,579,1097,1636,0,1635,66,799,864,40,813,852,141
263,4.3833,531,575,1105,518,580,1097,464,580,1043,519,579,1097,1636,0,1635,66,799,864,40,813,852,141
264,4.4,531,575,1105,518,580,1097,464,580,1043,519,579,1097,1636,0,1635,66,799,864,40,813,852,141
265,4.4167,529,575,1103,518,580,1097,464,580,1043,521,579,1099,1636,0,1635,65,800,864,40,813,852,141
266,4.4333,529,575,1103,518,580,1097,464,580,1043,519,579,1097,1636,0,1635,65,799,863,40,813,852,141
267,4.45,532,574,1105,518,580,1097,464,580,1043,520,579,1098,1636,0,1635,65,799,863,40,813,852,141
268,4.4667,532,574,1105,518,580,1097,464,580,1043,520,579,1098,1636,0,1635,66,799,864,40,813,852,141
269,4.4833,532,574,1105,518,580,1097,464,580,1043,519,579,1097,1636,0,1635,66,799,864,40,813,852,141
270,4.5,532,574,1105,518,580,1097,464,580,1043,519,579,1097,1636,0,1635,66,799,864,40,813,852,140
271,4.5167,530,574,1103,518,580,1097,464,580,1043,519,579,1097,1636,0,1635,66,799,864,40,813,852,140
272,4.5333,532,574,1105,518,580,1097,464,580,1043,519,579,1097,1636,0,1635,66,799,864,40,813,852,140
273,4.55,532,574,1105,518,580,1097,464,580,1043,519,579,1097,1636,0,1635,66,799,864,40,813,852,140
274,4.5667,531,574,1104,518,580,1097,464,580,1043,521,579,1099,1636,0,1635,66,799,864,40,813,852,140
275,4.5833,531,574,1104,518,580,1097,464,580,1043,521,579,1099,1636,0,1635,66,799,864,40,813,852,140
276,4.6,532,574,1105,518,580,1097,464,580,1043,521,579,1099,1636,0,1635,66,799,864,40,813,852,140
277,4.6167,532,574,1105,518,580,1097,464,580,1043,521,579,1099,1636,0,1635,66,799,864,40,813,852,140
278,4.6333,532,574,1105,518,580,1097,464,580,1043,521,579,1099,1636,0,1635,66,799,864,40,813,852,140
279,4.65,530,575,1104,518,580,1097,464,580,1043,520,579,1098,1636,0,1635,65,800,864,40,813,852,140
280,4.6667,533,575,1107,518,580,1097,464,580,1043,520,579,1098,1636,0,1635,65,799,863,40,813,852,140
281,4.6833,532,575,1106,518,580,1097,464,580,1043,519,579,1097,1636,0,1635,65,799,863,40,813,852,140
282,4.7,532,575,1106,518,580,1097,464,580,1043,519,579,1097,1636,0,1635,66,799,864,40,813,852,140
283,4.7167,532,575,1106,518,580,1097,464,580,1043,519,579,1097,1636,0,1635,66,799,864,40,813,852,140
284,4.7333,532,575,1106,518,580,1097,464,580,1043,518,580,1097,1636,0,1635,66,799,864,40,813,852,140
285,4.75,533,574,1106,518,580,1097,464,580,1043,519,579,1097,1636,0,1635,66,799,864,40,813,852,140
286,4.7667,533,574,1106,518,580,1097,464,580,1043,519,579,1097,1636,0,1635,66,799,864,40,813,852,140
287,4.7833,533,574,1106,518,580,1097,464,580,1043,521,579,1099,1636,0,1635,66,799,864,40,813,852,140
288,4.8,533,574,1106,518,580,1097,464,580,1043,521,579,1099,1636,0,1635,66,799,864,40,813,852,140
289,4.8167,533,574,1106,518,580,1097,464,580,1043,521,579,1099,1636,0,1635,66,799,864,40,813,852,140
290,4.8333,608,498,1105,594,504,1097,538,506,1043,591,506,1096,1636,0,1635,36,793,828,33,901,933,140
291,4.85,608,498,1105,594,504,1097,538,506,1043,591,506,1096,1636,0,1635,36,793,828,33,901,933,140
292,4.8667,608,498,1105,594,504,1097,538,506,1043,591,506,1096,1636,0,1635,36,793,828,33,901,933,140
293,4.8833,608,498,1105,594,504,1097,538,506,1043,591,506,1096,1636,0,1635,36,793,828,33,901,933,140
294,4.9,608,498,1105,594,504,1097,538,506,1043,591,506,1096,1636,0,1635,36,793,828,33,901,933,140
295,4.9167,608,498,1105,594,504,1097,538,506,1043,592,506,1097,1636,0,1635,36,793,828,33,901,933,140
296,4.9333,608,498,1105,594,504,1097,538,506,1043,592,506,1097,1636,0,1635,36,793,828,33,901,933,140
297,4.95,608,498,1105,594,504,1097,538,506,1043,592,506,1097,1636,0,1635,36,793,828,33,901,933,140
298,4.9667,609,497,1105,594,504,1097,538,506,1043,592,506,1097,1636,0,1635,36,793,828,33,901,933,140
299,4.9833,608,498,1105,541,504,1044,538,506,1043,592,506,1097,1636,0,1635,36,793,828,33,901,933,140
300,5.0,607,498,1104,541,504,1044,539,505,1043,594,505,1098,1636,0,1635,34,794,827,33,901,933,140
301,5.0167,609,500,1108,594,504,1097,539,505,1043,593,505,1097,1636,0,1635,34,794,827,33,901,933,140
302,5.0333,609,500,1108,594,504,1097,539,505,1043,593,505,1097,1636,0,1635,34,794,827,33,901,933,140
303,5.05,607,500,1106,594,504,1097,540,504,1043,593,505,1097,1636,0,1635,35,794,828,33,901,933,140
304,5.0667,607,498,1104,594,504,1097,540,504,1043,596,504,1099,1636,0,1635,34,794,827,33,901,933,140
305,5.0833,612,500,1111,594,504,1097,540,504,1043,596,504,1099,1636,0,1635,34,794,827,33,901,933,140
306,5.1,606,498,1103,594,504,1097,540,504,1043,596,504,1099,1636,0,1635,34,794,827,33,901,933,140
307,5.1167,604,500,1103,594,504,1097,539,505,1043,594,504,1097,1636,0,1635,34,794,827,33,901,933,140
308,5.1333,604,500,1103,594,504,1097,539,505,1043,594,504,1097,1636,0,1635,34,794,827,33,901,933,140
309,5.15,604,500,1103,594,504,1097,539,505,1043,594,504,1097,1636,0,1635,36,793,828,33,901,933,140
310,5.1667,604,500,1103,594,504,1097,540,504,1043,594,504,1097,1636,0,1635,36,793,828,33,901,933,140
311,5.1833,606,500,1105,594,504,1097,540,504,1043,594,504,1097,1636,0,1635,36,793,828,33,901,933,140
312,5.2,607,498,1104,594,504,1097,540,504,1043,595,504,1098,1636,0,1635,34,794,827,33,901,933,140
313,5.2167,610,500,1109,594,504,1097,539,505,1043,594,504,1097,1636,0,1635,34,794,827,33,901,933,140
314,5.2333,610,500,1109,594,504,1097,539,505,1043,594,504,1097,1636,0,1635,34,794,827,33,901,933,140
315,5.25,610,500,1109,594,504,1097,539,505,1043,593,505,1097,1636,0,1635,36,793,828,33,901,933,140
316,5.2667,528,578,1105,529,569,1097,464,580,1043,532,566,1097,1636,0,1635,36,793,828,33,901,933,140
317,5.2833,528,578,1105,529,569,1097,464,580,1043,529,569,1097,1636,0,1635,36,793,828,33,901,933,140
318,5.3,526,579,1104,529,569,1097,464,580,1043,532,566,1097,1636,0,1635,36,793,828,33,901,933,140
319,5.3167,525,580,1104,529,569,1097,463,581,1043,528,570,1097,1636,0,1635,36,793,828,33,901,933,140
320,5.3333,525,580,1104,521,577,1097,463,581,1043,528,570,1097,1636,0,1635,36,793,828,33,901,933,140
321,5.35,527,580,1106,519,579,1097,464,580,1043,522,576,1097,1636,0,1635,36,793,828,33,901,933,140
322,5.3667,529,579,1107,520,578,1097,465,579,1043,523,575,1097,1636,0,1635,36,793,828,33,901,933,140
323,5.3833,531,577,1107,522,576,1097,468,576,1043,524,574,1097,1636,0,1635,36,793,828,33,901,933,140
324,5.4,536,572,1107,526,572,1097,472,572,1043,526,572,1097,1636,0,1635,36,793,828,33,901,933,140
325,5.4167,537,567,1103,532,566,1097,478,566,1043,533,566,1098,1636,0,1635,34,794,827,33,901,933,140
326,5.4333,544,560,1103,538,560,1097,485,559,1043,539,559,1097,1636,0,1635,34,794,827,33,901,933,140
327,5.45,554,552,1105,546,552,1097,492,552,1043,546,552,1097,1636,0,1635,35,793,827,33,901,933,140
328,5.4667,553,553,1105,543,555,1097,489,555,1043,545,553,1097,1636,0,1635,36,793,828,33,901,933,140
329,5.4833,549,557,1105,538,560,1097,484,560,1043,540,558,1097,1636,0,1635,36,793,828,33,901,933,140
330,5.5,548,560,1107,534,564,1097,481,563,1043,536,562,1097,1636,0,1635,36,793,828,33,901,933,140
331,5.5167,548,562,1109,530,568,1097,476,568,1043,532,566,1097,1636,0,1635,36,793,828,33,901,933,140
332,5.5333,544,562,1105,527,571,1097,474,570,1043,529,569,1097,1636,0,1635,36,793,828,33,901,933,140
333,5.55,542,564,1105,524,574,1097,471,573,1043,528,570,1097,1636,0,1635,36,793,828,33,901,933,140
334,5.5667,545,561,1105,522,576,1097,469,575,1043,527,571,1097,1636,0,1635,36,793,828,33,901,933,140
335,5.5833,545,561,1105,521,577,1097,468,576,1043,527,571,1097,1636,0,1635,36,793,828,33,901,933,140
336,5.6,546,561,1106,520,578,1097,466,578,1043,526,572,1097,1636,0,1635,36,793,828,33,901,933,140
337,5.6167,539,567,1105,520,578,1097,466,578,1043,528,570,1097,1636,0,1635,36,793,828,33,901,933,140
338,5.6333,536,570,1105,519,579,1097,465,579,1043,525,573,1097,1636,0,1635,36,793,828,33,901,933,140
339,5.65,534,573,1106,519,579,1097,465,579,1043,528,570,1097,1636,0,1635,36,793,828,33,901,933,140
340,5.6667,535,573,1107,519,579,1097,465,579,1043,529,570,1098,1636,0,1635,36,793,828,33,901,933,140
341,5.6833,535,573,1107,519,579,1097,465,579,1043,527,571,1097,1636,0,1635,36,793,828,33,901,933,140
342,5.7,532,573,1104,519,579,1097,465,579,1043,530,570,1099,1636,0,1635,36,793,828,33,901,933,140
343,5.7167,532,573,1104,519,579,1097,465,579,1043,530,570,1099,1636,0,1635,36,793,828,33,901,933,140
344,5.7333,532,573,1104,519,579,1097,465,579,1043,530,570,1099,1636,0,1635,36,793,828,33,901,933,140
345,5.75,532,573,1104,519,579,1097,465,579,1043,530,570,1099,1636,0,1635,36,793,828,33,901,933,140
346,5.7667,532,573,1104,519,579,1097,465,579,1043,530,570,1099,1636,0,1635,36,793,828,33,901,933,140
347,5.7833,534,573,1106,519,579,1097,465,579,1043,530,570,1099,1636,0,1635,36,793,828,33,901,933,140
348,5.8,531,573,1103,518,580,1097,465,579,1043,521,579,1099,1636,0,1635,35,793,827,33,901,933,141
349,5.8167,532,573,1104,518,580,1097,465,579,1043,527,573,1099,1636,0,1635,35,793,827,33,901,933,141
350,5.8333,531,573,1103,518,580,1097,465,579,1043,527,573,1099,1636,0,1635,35,793,827,33,901,933,141
351,5.85,531,573,1103,518,580,1097,465,579,1043,527,573,1099,1636,0,1635,36,793,828,33,901,933,141
352,5.8667,531,573,1103,519,579,1097,465,579,1043,526,573,1098,1636,0,1635,36,793,828,33,901,933,141
353,5.8833,531,573,1103,519,579,1097,465,579,1043,525,573,1097,1636,0,1635,36,793,828,33,901,933,141
354,5.9,531,573,1103,519,579,1097,465,579,1043,525,573,1097,1636,0,1635,36,793,828,33,901,933,141
355,5.9167,531,573,1103,519,579,1097,465,579,1043,528,570,1097,1636,0,1635,36,793,828,33,901,933,141
356,5.9333,533,573,1105,519,579,1097,465,579,1043,529,570,1098,1636,0,1635,36,793,828,33,901,933,141
357,5.95,535,573,1107,519,579,1097,465,579,1043,530,570,1099,1636,0,1635,36,793,828,33,901,933,140
358,5.9667,533,573,1105,519,579,1097,465,579,1043,529,570,1098,1636,0,1635,36,793,828,33,901,933,140
359,5.9833,535,573,1107,519,579,1097,465,579,1043,529,570,1098,1636,0,1635,36,793,828,33,901,933,140
360,6.0,532,573,1104,519,579,1097,465,579,1043,530,570,1099,1636,0,1635,34,794,827,33,901,933,140
361,6.0167,533,573,1105,519,579,1097,465,579,1043,530,570,1099,1636,0,1635,34,794,827,33,901,933,140
362,6.0333,533,573,1105,519,579,1097,465,579,1043,527,572,1098,1636,0,1635,34,794,827,33,901,933,140
363,6.05,532,573,1104,519,579,1097,465,579,1043,527,572,1098,1636,0,1635,35,794,828,33,901,933,140
364,6.0667,532,573,1104,519,579,1097,465,579,1043,530,570,1099,1636,0,1635,36,793,828,33,901,933,140
365,6.0833,532,573,1104,467,579,1045,465,579,1043,530,570,1099,1636,0,1635,34,794,827,33,901,933,140
366,6.1,533,573,1105,467,579,1045,465,579,1043,529,570,1098,1636,0,1635,34,794,827,33,901,933,140
367,6.1167,533,573,1105,519,579,1097,465,579,1043,527,572,1098,1636,0,1635,34,794,827,33,901,933,140
368,6.1333,533,573,1105,519,579,1097,465,579,1043,530,570,1099,1636,0,1635,36,793,828,33,901,933,140
369,6.15,533,573,1105,519,579,1097,465,579,1043,528,572,1099,1636,0,1635,36,793,828,33,901,933,140
370,6.1667,533,573,1105,519,579,1097,465,579,1043,529,571,1099,1636,0,1635,36,793,828,33,901,933,140
371,6.1833,533,573,1105,519,579,1097,465,579,1043,529,571,1099,1636,0,1635,36,793,828,33,901,933,140
372,6.2,609,496,1104,594,504,1097,538,506,1043,592,506,1097,1636,0,1635,169,733,901,2,817,818,140
373,6.2167,609,496,1104,594,504,1097,538,506,1043,592,506,1097,1636,0,1635,169,733,901,2,817,818,140
374,6.2333,608,498,1105,594,504,1097,538,506,1043,592,506,1097,1636,0,1635,169,733,901,2,817,818,140
375,6.25,609,496,1104,594,504,1097,538,506,1043,592,506,1097,1636,0,1635,169,733,901,2,817,818,140
376,6.2667,609,496,1104,594,504,1097,538,506,1043,591,506,1096,1636,0,1635,169,733,901,2,817,818,140
377,6.2833,609,496,1104,594,504,1097,538,506,1043,591,506,1096,1636,0,1635,169,733,901,2,817,818,140
378,6.3,611,494,1104,594,504,1097,540,504,1043,595,504,1098,1636,0,1635,169,733,901,2,817,818,140
379,6.3167,609,499,1107,594,504,1097,540,504,1043,594,504,1097,1636,0,1635,169,733,901,2,817,818,140
380,6.3333,609,499,1107,594,504,1097,540,504,1043,594,504,1097,1636,0,1635,169,733,901,2,817,818,140
381,6.35,609,500,1108,593,505,1097,540,504,1043,592,506,1097,1636,0,1635,169,733,901,2,817,818,140
382,6.3667,608,500,1107,593,505,1097,540,504,1043,594,506,1099,1636,0,1635,169,733,901,2,817,818,140
383,6.3833,604,500,1103,594,504,1097,540,504,1043,592,506,1097,1636,0,1635,169,733,901,2,817,818,140
384,6.4,610,498,1107,594,504,1097,540,504,1043,592,506,1097,1636,0,1635,169,733,901,2,817,818,140
385,6.4167,610,498,1107,593,505,1097,540,504,1043,593,506,1098,1636,0,1635,169,733,901,2,817,818,140
386,6.4333,610,498,1107,593,505,1097,540,504,1043,592,506,1097,1636,0,1635,169,733,901,2,817,818,140
387,6.45,611,498,1108,593,505,1097,540,504,1043,593,506,1098,1636,0,1635,169,733,901,2,817,818,140
388,6.4667,608,498,1105,594,504,1097,540,504,1043,593,506,1098,1636,0,1635,169,733,901,2,817,818,140
389,6.4833,608,498,1105,594,504,1097,540,504,1043,593,506,1098,1636,0,1635,169,733,901,2,817,818,140
390,6.5,604,500,1103,594,504,1097,540,504,1043,593,506,1098,1636,0,1635,169,733,901,2,817,818,140
391,6.5167,604,500,1103,594,504,1097,540,504,1043,593,506,1098,1636,0,1635,169,733,901,2,817,818,140
392,6.5333,604,500,1103,594,504,1097,540,504,1043,593,506,1098,1636,0,1635,169,733,901,2,817,818,140
393,6.55,604,500,1103,596,502,1097,540,504,1043,593,506,1098,1636,0,1635,169,733,901,2,817,818,140
394,6.5667,604,500,1103,594,504,1097,540,504,1043,593,506,1098,1636,0,1635,169,733,901,2,817,818,140
395,6.5833,606,500,1105,596,502,1097,540,504,1043,594,506,1099,1636,0,1635,169,733,901,2,817,818,140
396,6.6,606,500,1105,594,504,1097,540,504,1043,594,506,1099,1636,0,1635,169,733,901,2,817,818,140
397,6.6167,541,565,1105,529,569,1097,472,572,1043,528,572,1099,1636,0,1635,169,733,901,2,817,818,140
398,6.6333,541,565,1105,529,569,1097,472,572,1043,528,572,1099,1636,0,1635,169,733,901,2,817,818,140
399,6.65,547,565,1111,528,570,1097,472,572,1043,528,572,1099,1636,0,1635,169,733,901,2,817,818,140
400,6.6667,541,565,1105,528,570,1097,471,573,1043,527,573,1099,1636,0,1635,169,733,901,2,817,818,140
401,6.6833,545,565,1109,528,570,1097,472,572,1043,525,575,1099,1636,0,1635,169,733,901,2,817,818,140
402,6.7,543,565,1107,529,569,1097,472,572,1043,525,575,1099,1636,0,1635,169,733,901,2,817,818,140
403,6.7167,545,565,1109,520,578,1097,471,573,1043,524,575,1098,1636,0,1635,169,733,901,2,817,818,140
404,6.7333,544,564,1107,521,577,1097,472,572,1043,523,576,1098,1636,0,1635,169,733,901,2,817,818,140
405,6.75,546,562,1107,523,575,1097,474,570,1043,525,574,1098,1636,0,1635,169,733,901,2,817,818,140
406,6.7667,542,566,1107,527,571,1097,477,567,1043,528,571,1098,1636,0,1635,169,733,901,2,817,818,140
407,6.7833,549,559,1107,532,566,1097,481,563,1043,533,566,1098,1636,0,1635,169,733,901,2,817,818,140
408,6.8,551,557,1107,538,560,1097,487,557,1043,539,559,1097,1636,0,1635,169,733,901,2,817,818,140
409,6.8167,556,552,1107,594,504,1097,492,552,1043,546,552,1097,1636,0,1635,169,733,901,2,817,818,140
410,6.8333,558,552,1109,544,554,1097,490,554,1043,543,555,1097,1636,0,1635,169,733,901,2,817,818,140
411,6.85,554,554,1107,541,557,1097,485,559,1043,539,559,1097,1636,0,1635,169,733,901,2,817,818,140
412,6.8667,555,555,1109,539,559,1097,481,563,1043,536,562,1097,1636,0,1635,169,733,901,2,817,818,140
413,6.8833,551,555,1105,537,561,1097,480,564,1043,535,565,1099,1636,0,1635,169,733,901,2,817,818,140
414,6.9,548,557,1104,535,563,1097,478,566,1043,533,567,1099,1636,0,1635,168,734,901,2,817,818,141
415,6.9167,550,557,1106,533,565,1097,475,569,1043,531,569,1099,1636,0,1635,169,733,901,2,817,818,141
416,6.9333,548,557,1104,533,565,1097,475,569,1043,525,574,1098,1636,0,1635,169,733,901,2,817,818,141
417,6.95,549,557,1105,532,566,1097,474,570,1043,523,575,1097,1636,0,1635,169,733,901,2,817,818,141
418,6.9667,550,557,1106,532,566,1097,473,571,1043,524,575,1098,1636,0,1635,169,733,901,2,817,818,140
419,6.9833,550,557,1106,532,566,1097,473,571,1043,523,577,1099,1636,0,1635,169,733,901,2,817,818,140
420,7.0,547,557,1103,531,567,1097,473,571,1043,523,577,1099,1636,0,1635,168,734,901,2,817,818,141
421,7.0167,547,557,1103,532,566,1097,473,571,1043,522,577,1098,1636,0,1635,169,733,901,2,817,818,141
422,7.0333,547,557,1103,531,567,1097,473,571,1043,522,578,1099,1636,0,1635,168,734,901,2,817,818,141
423,7.05,547,557,1103,531,567,1097,473,571,1043,522,578,1099,1636,0,1635,169,733,901,2,817,818,141
424,7.0667,549,557,1105,531,567,1097,473,571,1043,521,578,1098,1636,0,1635,169,733,901,2,817,818,141
425,7.0833,549,557,1105,531,567,1097,472,572,1043,522,578,1099,1636,0,1635,169,733,901,2,817,818,141
426,7.1,547,557,1103,532,566,1097,472,572,1043,520,578,1097,1636,0,1635,169,733,901,2,817,818,141
427,7.1167,547,557,1103,532,566,1097,472,572,1043,520,578,1097,1636,0,1635,169,733,901,2,817,818,141
428,7.1333,547,557,1103,532,566,1097,472,572,1043,520,578,1097,1636,0,1635,169,733,901,2,817,818,141
429,7.15,547,557,1103,532,566,1097,472,572,1043,520,578,1097,1636,0,1635,169,733,901,2,817,818,140
430,7.1667,547,557,1103,532,566,1097,472,572,1043,520,578,1097,1636,0,1635,169,733,901,2,817,818,140
431,7.1833,549,557,1105,532,566,1097,472,572,1043,521,578,1098,1636,0,1635,169,733,901,2,817,818,140
432,7.2,549,557,1105,532,566,1097,472,572,1043,521,578,1098,1636,0,1635,169,733,901,2,817,818,140
433,7.2167,549,557,1105,532,566,1097,472,572,1043,521,578,1098,1636,0,1635,169,733,901,2,817,818,140
434,7.2333,549,557,1105,532,566,1097,472,572,1043,522,577,1098,1636,0,1635,169,733,901,2,817,818,140
435,7.25,549,557,1105,490,566,1055,472,572,1043,522,578,1099,1636,0,1635,169,733,901,2,817,818,140
436,7.2667,549,557,1105,490,566,1055,472,572,1043,522,578,1099,1636,0,1635,169,733,901,2,817,818,140
437,7.2833,549,557,1105,489,566,1054,472,572,1043,522,578,1099,1636,0,1635,169,733,901,2,817,818,140
438,7.3,553,557,1109,489,566,1054,472,572,1043,522,578,1099,1636,0,1635,169,733,901,2,817,818,140
439,7.3167,553,557,1109,531,567,1097,472,572,1043,522,578,1099,1636,0,1635,169,733,901,2,817,818,140
440,7.3333,553,557,1109,531,567,1097,472,572,1043,522,578,1099,1636,0,1635,169,733,901,2,817,818,140
441,7.35,551,557,1107,531,567,1097,472,572,1043,522,578,1099,1636,0,1635,169,733,901,2,817,818,140
442,7.3667,551,557,1107,531,567,1097,472,572,1043,523,577,1099,1636,0,1635,169,733,901,2,817,818,140
443,7.3833,551,557,1107,531,567,1097,472,572,1043,521,577,1097,1636,0,1635,169,733,901,2,817,818,140
444,7.4,547,557,1103,531,567,1097,472,572,1043,522,578,1099,1636,0,1635,168,734,901,2,817,818,141
445,7.4167,547,557,1103,531,567,1097,472,572,1043,521,578,1098,1636,0,1635,169,733,901,2,817,818,141
446,7.4333,549,557,1105,531,567,1097,472,572,1043,520,578,1097,1636,0,1635,169,733,901,2,817,818,141
447,7.45,548,558,1105,531,567,1097,472,572,1043,521,578,1098,1636,0,1635,169,733,901,2,817,818,141
448,7.4667,547,557,1103,531,567,1097,472,572,1043,520,578,1097,1636,0,1635,169,733,901,2,817,818,141
449,7.4833,546,558,1103,532,566,1097,472,572,1043,520,578,1097,1636,0,1635,169,733,901,2,817,818,141
450,7.5,547,557,1103,532,566,1097,472,572,1043,521,578,1098,1636,0,1635,169,733,901,2,817,818,140
451,7.5167,547,557,1103,532,566,1097,472,572,1043,522,578,1099,1636,0,1635,169,733,901,2,817,818,140
452,7.5333,609,496,1104,594,504,1097,538,506,1043,592,506,1097,1636,0,1635,224,678,901,86,1007,1092,140
453,7.55,605,500,1104,594,504,1097,538,506,1043,592,506,1097,1636,0,1635,224,678,901,86,1007,1092,140
454,7.5667,609,496,1104,594,504,1097,538,506,1043,594,506,1099,1636,0,1635,224,678,901,86,1007,1092,140
455,7.5833,609,496,1104,594,504,1097,538,506,1043,592,506,1097,1636,0,1635,224,678,901,86,1007,1092,140
456,7.6,608,498,1105,593,505,1097,538,506,1043,592,506,1097,1636,0,1635,224,678,901,86,1007,1092,140
457,7.6167,608,498,1105,593,505,1097,538,506,1043,592,506,1097,1636,0,1635,224,678,901,86,1007,1092,140
458,7.6333,608,498,1105,593,505,1097,540,504,1043,594,506,1099,1636,0,1635,224,678,901,86,1007,1092,140
459,7.65,611,494,1104,594,504,1097,540,504,1043,594,504,1097,1636,0,1635,224,678,901,86,1007,1092,140
460,7.6667,609,499,1107,593,505,1097,540,504,1043,594,504,1097,1636,0,1635,224,678,901,86,1007,1092,140
461,7.6833,611,499,1109,594,504,1097,540,504,1043,594,504,1097,1636,0,1635,224,678,901,86,1007,1092,140
462,7.7,606,500,1105,594,504,1097,540,504,1043,594,504,1097,1636,0,1635,224,678,901,86,1007,1092,140
463,7.7167,608,500,1107,594,504,1097,540,504,1043,594,504,1097,1636,0,1635,224,678,901,86,1007,1092,140
464,7.7333,610,498,1107,594,504,1097,540,504,1043,594,504,1097,1636,0,1635,224,678,901,86,1007,1092,140
465,7.75,610,498,1107,594,504,1097,540,504,1043,594,504,1097,1636,0,1635,223,679,901,86,1007,1092,140
466,7.7667,610,498,1107,594,504,1097,540,504,1043,594,504,1097,1636,0,1635,224,678,901,86,1007,1092,140
467,7.7833,608,500,1107,594,504,1097,540,504,1043,594,504,1097,1636,0,1635,224,678,901,86,1007,1092,140
468,7.8,611,494,1104,594,504,1097,540,504,1043,596,504,1099,1636,0,1635,224,678,901,87,1007,1093,140
469,7.8167,610,500,1109,594,504,1097,539,505,1043,594,505,1098,1636,0,1635,224,678,901,86,1007,1092,140
470,7.8333,610,500,1109,594,504,1097,539,505,1043,594,505,1098,1636,0,1635,224,678,901,86,1007,1092,140
471,7.85,610,500,1109,594,504,1097,539,505,1043,595,505,1099,1636,0,1635,224,678,901,86,1007,1092,140
472,7.8667,608,498,1105,594,504,1097,540,504,1043,594,504,1097,1636,0,1635,224,678,901,86,1007,1092,140
473,7.8833,608,498,1105,594,504,1097,540,504,1043,594,504,1097,1636,0,1635,224,678,901,86,1007,1092,140
474,7.9,608,498,1105,594,504,1097,540,504,1043,596,504,1099,1636,0,1635,224,678,901,86,1007,1092,140
475,7.9167,608,498,1105,600,498,1097,540,504,1043,596,504,1099,1636,0,1635,224,678,901,86,1007,1092,140
476,7.9333,618,488,1105,594,504,1097,540,504,1043,596,504,1099,1636,0,1635,224,678,901,86,1007,1092,140
477,7.95,526,580,1105,518,580,1097,464,580,1043,525,575,1099,1636,0,1635,224,678,901,86,1007,1092,140
478,7.9667,526,580,1105,518,580,1097,464,580,1043,524,575,1098,1636,0,1635,224,678,901,86,1007,1092,140
479,7.9833,526,580,1105,518,580,1097,464,580,1043,525,575,1099,1636,0,1635,224,678,901,86,1007,1092,140
480,8.0,536,580,1115,517,581,1097,463,581,1043,523,576,1098,1636,0,1635,224,678,901,86,1007,1092,141
481,8.0167,534,580,1113,517,581,1097,463,581,1043,521,577,1097,1636,0,1635,224,678,901,86,1007,1092,140
482,8.0333,534,581,1114,517,581,1097,463,581,1043,520,578,1097,1636,0,1635,224,678,901,86,1007,1092,140
483,8.05,536,580,1115,518,580,1097,464,580,1043,520,578,1097,1636,0,1635,224,678,901,86,1007,1092,140
484,8.0667,529,579,1107,519,579,1097,465,579,1043,520,578,1097,1636,0,1635,224,678,901,86,1007,1092,140
485,8.0833,532,576,1107,521,577,1097,467,577,1043,522,576,1097,1636,0,1635,224,678,901,86,1007,1092,140
486,8.1,536,572,1107,526,572,1097,472,572,1043,526,572,1097,1636,0,1635,223,679,901,86,1007,1092,140
487,8.1167,538,570,1107,528,570,1097,474,570,1043,529,570,1098,1636,0,1635,223,679,901,86,1007,1092,140
488,8.1333,549,561,1109,537,561,1097,483,561,1043,538,561,1098,1636,0,1635,224,678,901,86,1007,1092,140
489,8.15,558,552,1109,546,552,1097,492,552,1043,547,552,1098,1636,0,1635,224,678,901,86,1007,1092,140
490,8.1667,555,555,1109,542,556,1097,488,556,1043,544,555,1098,1636,0,1635,224,678,901,86,1007,1092,140
491,8.1833,548,558,1105,538,560,1097,484,560,1043,541,559,1099,1636,0,1635,224,678,901,86,1007,1092,140
492,8.2,545,561,1105,534,564,1097,480,564,1043,536,563,1098,1636,0,1635,224,678,901,86,1007,1092,140
493,8.2167,544,564,1107,530,568,1097,476,568,1043,532,566,1097,1636,0,1635,224,678,901,86,1007,1092,140
494,8.2333,542,566,1107,527,571,1097,473,571,1043,528,570,1097,1636,0,1635,223,679,901,86,1007,1092,140
