frame,capsule_x,capsule_y,capsule_w,capsule_h,capsule_area,title_bright,under_dark,art_color
140,1456,0,359,60,20874,0,7659,3507
141,1456,0,359,60,20874,0,7660,3506
142,1456,0,359,60,20872,0,7660,3506
143,1456,0,359,60,20873,0,7660,3506
144,1456,0,359,60,20873,0,7660,3507
145,1456,0,359,60,20873,0,7660,3507
146,1456,0,359,60,20877,0,7660,3507
147,1456,0,359,60,20877,0,7660,3507
148,1456,0,359,60,20874,0,7660,3507
149,1456,0,359,60,20874,0,7660,3507
150,1456,0,359,60,20874,0,7660,3507
151,1456,0,359,60,20874,0,7660,3507
152,1456,0,359,60,20874,0,7660,3507
153,1456,0,359,60,20874,0,7660,3507
154,1456,0,359,60,20874,0,7660,3507
155,1456,0,359,60,20874,0,7660,3507
156,1456,0,359,60,20874,0,7660,3507
157,1456,0,359,60,20874,0,7660,3507
158,1456,0,359,60,20874,0,7660,3507
159,1456,0,359,60,20874,0,7660,3507
160,1456,0,359,60,20874,0,7660,3507
161,1456,0,359,60,20874,0,7660,3507
162,1456,0,359,60,20874,0,7660,3507
163,1456,0,359,60,20874,0,7660,3507
164,1456,0,359,60,20874,0,7660,3507
165,1456,0,359,60,20874,0,7659,3507
166,1456,0,359,60,20876,0,7659,3507
167,1456,0,359,60,20873,0,7659,3507
168,1456,0,359,60,20876,0,7659,3507
169,1456,0,359,60,20875,0,7659,3507
170,1456,0,359,60,20874,0,7659,3507
171,1456,0,359,60,20875,0,7659,3507
172,1456,0,359,60,20873,0,7659,3507
173,1456,0,359,60,20873,0,7660,3507
174,1457,0,357,60,20851,0,9281,3511
175,1457,0,357,60,20852,0,8740,3511
176,1457,0,358,60,20857,0,8739,3511
177,1457,0,357,60,20854,0,8740,3511
178,1457,0,358,60,20857,0,8199,3511
179,1457,0,357,60,20859,0,8199,3511
180,1457,0,357,60,20854,0,8740,3511
181,1457,0,358,60,20857,0,8199,3511
182,1457,0,357,60,20859,0,8199,3511
183,1456,0,359,60,20865,0,8199,3510
184,1456,0,359,60,20865,0,8741,3509
185,1456,0,359,60,20866,0,8740,3509
186,1456,0,359,60,20868,0,9279,3509
187,1456,0,359,60,20871,0,8199,3507
188,1456,0,359,60,20875,0,8740,3508
189,1456,0,359,60,20874,0,8739,3508
190,1456,0,359,60,20872,0,8738,3507
191,1456,0,359,60,20872,0,8738,3507
192,1456,0,359,60,20873,0,8740,3507
193,1456,0,359,60,20872,0,8740,3508
194,1456,0,359,60,20872,0,8740,3508
195,1456,0,359,60,20872,0,8739,3508
196,1456,0,359,60,20873,0,8200,3508
197,1456,0,359,60,20874,0,8199,3508
198,1456,0,359,60,20872,0,8201,3508
199,1456,0,359,60,20873,0,8201,3508
200,1456,0,359,60,20873,0,8201,3508
201,1456,0,359,60,20873,0,8201,3508
202,1456,0,359,60,20874,0,8201,3508
203,1456,0,359,60,20875,0,8201,3508
204,1456,0,359,60,20874,0,8200,3507
205,1456,0,359,60,20874,0,8200,3507
206,1456,0,359,60,20874,0,8200,3507
207,1456,0,359,60,20874,0,8200,3507
208,1456,0,359,60,20874,0,8200,3507
209,1456,0,359,60,20874,0,8200,3507
210,1456,0,359,60,20874,0,8200,3507
211,1456,0,359,60,20874,0,8200,3507
212,1456,0,359,60,20874,0,8200,3507
213,1456,0,359,60,20874,0,8200,3507
214,1457,0,357,60,20854,0,8740,3511
215,1457,0,358,60,20857,0,8199,3511
216,1457,0,357,60,20858,0,8199,3511
217,1457,0,357,60,20854,0,8740,3511
218,1457,0,358,60,20857,0,8199,3511
219,1457,0,357,60,20858,0,8199,3511
220,1456,0,359,60,20864,0,8199,3510
221,1456,0,359,60,20865,0,8741,3509
222,1456,0,359,60,20863,0,8742,3509
223,1456,0,359,60,20864,0,9281,3509
224,1457,0,357,60,20854,0,8741,3511
225,1457,0,358,60,20857,0,8200,3511
226,1457,0,357,60,20860,0,8200,3511
227,1456,0,359,60,20863,0,8199,3510
228,1456,0,359,60,20864,0,7660,3509
229,1456,0,359,60,20865,0,7660,3509
230,1456,0,359,60,20866,0,8740,3509
231,1456,0,359,60,20870,0,8200,3508
232,1456,0,359,60,20868,0,8200,3508
233,1456,0,359,60,20870,0,8200,3508
234,1456,0,359,60,20870,0,8201,3507
235,1456,0,359,60,20869,0,8199,3507
236,1456,0,359,60,20873,0,8740,3507
237,1456,0,359,60,20874,0,8740,3508
238,1456,0,359,60,20874,0,8740,3508
239,1456,0,359,60,20873,0,8740,3508
240,1457,0,357,60,20857,0,8739,3511
241,1457,0,358,60,20854,0,8200,3511
242,1457,0,357,60,20856,0,8200,3511
243,1456,0,358,60,20859,0,8200,3511
244,1456,0,359,60,20860,0,8740,3511
245,1456,0,359,60,20864,0,8740,3510
246,1456,0,359,60,20869,0,8741,3510
247,1456,0,359,60,20868,0,9281,3510
248,1456,0,359,60,20870,0,8202,3509
249,1456,0,359,60,20872,0,8202,3508
250,1456,0,359,60,20872,0,8202,3509
251,1456,0,359,60,20870,0,8202,3508
252,1456,0,359,60,20875,0,8201,3508
253,1456,0,359,60,20875,0,8202,3507
254,1456,0,359,60,20876,0,8202,3507
255,1456,0,359,60,20874,0,8201,3507
256,1456,0,359,60,20874,0,8201,3507
257,1456,0,359,60,20874,0,8201,3507
258,1456,0,359,60,20876,0,8201,3507
259,1456,0,359,60,20874,0,7662,3507
260,1457,0,357,60,20859,0,9279,3511
261,1457,0,357,60,20855,0,8740,3511
262,1457,0,357,60,20860,0,9279,3511
263,1457,0,357,60,20856,0,8740,3511
264,1457,0,358,60,20856,0,8739,3511
265,1456,0,358,60,20859,0,9278,3511
266,1456,0,358,60,20860,0,9278,3512
267,1456,0,359,60,20868,0,8741,3510
268,1456,0,359,60,20869,0,8741,3510
269,1456,0,359,60,20873,0,8201,3510
270,1457,0,357,60,20861,0,9279,3511
271,1457,0,358,60,20858,0,8740,3511
272,1457,0,358,60,20863,0,8740,3508
273,1456,0,359,60,20864,0,9279,3511
274,1456,0,359,60,20864,0,9279,3509
275,1456,0,359,60,20863,0,8738,3509
276,1456,0,359,60,20866,0,8739,3509
277,1456,0,359,60,20868,0,9279,3507
278,1456,0,359,60,20870,0,9282,3509
279,1456,0,359,60,20872,0,8741,3508
280,1456,0,359,60,20874,0,9282,3508
281,1456,0,359,60,20872,0,8203,3507
282,1456,0,359,60,20874,0,8201,3507
283,1456,0,359,60,20874,0,8200,3507
284,1456,0,359,60,20874,0,8201,3507
285,1456,0,359,60,20874,0,8201,3507
286,1456,0,359,60,20874,0,8202,3507
287,1456,0,359,60,20875,0,8202,3507
288,1456,0,359,60,20874,0,8202,3507
289,1457,0,357,60,20859,0,7661,3511
290,1457,0,358,60,20858,0,7659,3523
291,1457,0,358,60,20857,0,7660,3510
292,1456,0,359,60,20859,0,8200,3510
293,1456,0,359,60,20867,0,9282,3510
294,1456,0,359,60,20869,0,8740,3509
295,1456,0,359,60,20867,0,8201,3511
296,1456,0,359,60,20868,0,8201,3510
297,1456,0,359,60,20872,0,8185,3508
298,1456,0,359,60,20869,0,8404,3508
299,1456,0,359,60,20870,0,8406,3509
300,1457,0,357,60,20858,0,10361,3511
301,1457,0,357,60,20856,0,8741,3524
302,1457,0,358,60,20857,0,8742,3511
303,1456,0,359,60,20861,0,9281,3511
304,1456,0,359,60,20866,0,9283,3511
305,1457,0,357,60,20858,0,10361,3511
306,1457,0,357,60,20856,0,8741,3524
307,1457,0,357,60,20858,0,10361,3511
308,1457,0,357,60,20856,0,8741,3524
309,1457,0,358,60,20857,0,8742,3511
310,1456,0,359,60,20860,0,9281,3511
311,1456,0,359,60,20865,0,9283,3511
312,1456,0,359,60,20867,0,8743,3510
313,1456,0,359,60,20871,0,8744,3511
314,1456,0,359,60,20872,0,8202,3511
315,1457,0,357,60,20859,0,7661,3511
316,1457,0,358,60,20857,0,7659,3524
317,1457,0,358,60,20857,0,7659,3510
318,1456,0,359,60,20861,0,8199,3510
319,1456,0,359,60,20867,0,9278,3509
320,1456,0,359,60,20867,0,8740,3508
321,1456,0,359,60,20867,0,8741,3508
322,1456,0,359,60,20868,0,8741,3508
323,1456,0,359,60,20872,0,8202,3508
324,1456,0,359,60,20872,0,8741,3508
325,1456,0,359,60,20873,0,8741,3507
326,1456,0,359,60,20874,0,8741,3508
327,1456,0,359,60,20873,0,8741,3507
328,1456,0,359,60,20873,0,8742,3507
329,1456,0,359,60,20873,0,8742,3507
330,1456,0,359,60,20874,0,8742,3507
331,1456,0,359,60,20874,0,7662,3507
332,1456,0,359,60,20874,0,7662,3507
333,1456,0,359,60,20876,0,7661,3507
334,1456,0,359,60,20876,0,7662,3507
335,1457,0,357,60,20859,0,10360,3535
336,1457,0,357,60,20861,0,8739,3507
337,1457,0,358,60,20865,0,8738,3507
338,1457,0,358,60,20864,0,8739,3507
339,1456,0,359,60,20868,0,8740,3506
340,1456,0,359,60,20868,0,8740,3508
341,1456,0,359,60,20873,0,7661,3509
342,1456,0,359,60,20868,0,7661,3510
343,1456,0,359,60,20871,0,7662,3507
344,1457,0,358,60,20869,0,7661,3508
345,1456,0,359,60,20871,0,7660,3507
346,1456,0,359,60,20873,0,7658,3510
347,1456,0,359,60,20872,0,7660,3506
348,1456,0,359,60,20872,0,7660,3506
349,1457,0,357,60,20863,0,10433,3531
350,1457,0,357,60,20860,0,9282,3510
351,1457,0,358,60,20857,0,9279,3510
352,1457,0,358,60,20856,0,9280,3510
353,1457,0,358,60,20860,0,9281,3510
354,1457,0,358,60,20865,0,8740,3510
355,1456,0,359,60,20870,0,9282,3509
356,1456,0,359,60,20870,0,8202,3509
357,1456,0,359,60,20872,0,8742,3509
358,1456,0,359,60,20871,0,8740,3510
359,1456,0,359,60,20870,0,8200,3509
360,1457,0,357,60,20863,0,10433,3531
361,1457,0,357,60,20860,0,9282,3510
362,1457,0,358,60,20857,0,9279,3510
363,1457,0,358,60,20856,0,9280,3510
364,1457,0,358,60,20861,0,9281,3510
365,1457,0,357,60,20863,0,8745,3511
366,1457,0,358,60,20857,0,8203,3524
367,1457,0,358,60,20858,0,8199,3512
368,1456,0,359,60,20860,0,9278,3512
369,1456,0,359,60,20863,0,9279,3511
370,1456,0,359,60,20865,0,8740,3509
371,1456,0,359,60,20868,0,8740,3509
372,1456,0,359,60,20868,0,8739,3509
373,1456,0,359,60,20869,0,8200,3508
374,1456,0,359,60,20923,0,8740,3503
375,1453,0,365,60,21220,0,8750,3386
376,1450,0,372,60,21645,0,8762,3234
377,1443,0,385,60,22371,0,8786,2987
378,1434,0,404,60,23445,0,8824,2621
379,1427,0,418,60,24222,0,8846,2368
380,1423,0,425,60,24567,0,8860,2245
381,1418,0,436,60,25268,0,8336,2007
382,1413,0,443,60,25409,0,8349,1868
383,1409,0,453,60,25610,0,8369,1672
384,1407,0,457,60,25712,0,8378,1600
385,1403,0,465,60,25954,0,8393,1437
386,1400,0,471,60,26108,0,8466,1349
387,1398,0,475,60,26234,0,8407,1270
388,1394,0,484,60,26466,0,8425,1103
389,1394,0,484,60,26486,0,8423,1102
390,1390,0,491,60,26706,0,8439,982
391,1389,0,493,60,26871,0,8444,911
392,1388,0,495,60,26928,0,8445,898
393,1387,0,497,60,27062,0,8451,854
394,1386,0,499,60,27140,0,8452,821
395,1386,0,499,60,27249,0,8446,807
396,1386,0,499,60,27301,0,8446,781
397,1385,0,501,60,27361,0,8447,751
398,1385,0,502,60,27422,0,8448,738
399,1384,0,503,60,27533,0,8451,721
400,1384,0,503,60,27565,0,8898,696
401,1383,0,505,60,27597,0,8451,701
402,1383,0,505,60,27604,0,8460,705
403,1382,0,506,60,27617,0,8461,685
404,1382,0,507,60,27649,0,8462,686
405,1382,0,507,60,27673,0,8462,686
406,1382,0,507,60,27680,0,8461,704
407,1382,0,507,60,27692,0,8462,703
408,1382,0,506,60,27728,0,9546,667
409,1382,0,506,60,27721,0,9546,666
410,1382,0,507,60,27705,0,9007,676
411,1382,0,507,60,27710,0,8467,687
412,1382,0,507,60,27705,0,9007,681
413,1382,0,507,60,27701,0,9007,672
414,1382,0,507,60,27693,0,9007,677
415,1382,0,507,60,27695,0,9006,706
416,1381,0,509,60,27697,0,9004,709
417,1381,0,509,60,27710,0,8767,716
418,1381,0,508,60,27711,0,9012,726
419,1381,0,509,60,27709,0,9012,739
420,1382,0,505,60,27693,0,10625,706
421,1382,0,506,60,27676,0,10624,707
422,1382,0,506,60,27671,0,9545,711
423,1382,0,505,60,27674,0,10625,738
424,1382,0,506,60,27654,0,10624,735
425,1382,0,506,60,27649,0,9545,735
426,1382,0,506,60,27643,0,9005,737
427,1382,0,507,60,27638,0,9007,738
428,1382,0,507,60,27625,0,9007,733
429,1382,0,507,60,27615,0,9006,740
430,1382,0,507,60,27609,0,9007,758
431,1382,0,507,60,27608,0,9004,759
432,1382,0,507,60,27616,0,8773,763
433,1381,0,508,60,27621,0,9012,760
434,1381,0,508,60,27624,0,9011,770
435,1381,0,508,60,27623,0,9012,773
436,1381,0,508,60,27629,0,9012,777
437,1382,0,506,60,27639,0,8474,646
438,1383,0,505,60,27640,0,8474,645
439,1383,0,505,60,27642,0,8472,648
440,1382,0,506,60,27661,0,8472,649
441,1382,0,507,60,27662,0,8472,656
442,1381,0,508,60,27672,0,8918,656
443,1381,0,508,60,27688,0,8471,662
444,1381,0,508,60,27693,0,8472,685
445,1381,0,508,60,27702,0,8471,706
446,1381,0,508,60,27709,0,8471,723
447,1381,0,508,60,27713,0,8470,731
448,1382,0,508,60,27712,0,8471,740
449,1381,0,509,60,27700,0,8470,749
450,1382,0,506,60,27699,0,9012,646
451,1383,0,505,60,27691,0,8470,645
452,1383,0,505,60,27670,0,8470,648
453,1382,0,507,60,27664,0,8470,654
454,1382,0,507,60,27653,0,8471,658
455,1381,0,508,60,27643,0,8471,656
456,1381,0,508,60,27639,0,9552,670
457,1381,0,508,60,27633,0,9012,686
458,1381,0,508,60,27626,0,9013,693
459,1381,0,508,60,27620,0,9008,702
460,1381,0,508,60,27626,0,9012,725
461,1382,0,507,60,27620,0,8817,727
462,1381,0,508,60,27625,0,8472,731
463,1382,0,507,60,27626,0,8474,761
464,1381,0,508,60,27624,0,9010,744
465,1381,0,508,60,27620,0,9010,754
466,1381,0,508,60,27621,0,9013,749
467,1382,0,507,60,27618,0,9014,757
468,1382,0,506,60,27595,0,9004,693
469,1382,0,506,60,27597,0,8465,687
470,1382,0,506,60,27592,0,8462,688
471,1382,0,506,60,27595,0,9543,691
472,1382,0,506,60,27597,0,9543,678
473,1382,0,507,60,27597,0,9004,692
474,1382,0,507,60,27601,0,9004,685
475,1382,0,507,60,27605,0,9004,705
476,1382,0,508,60,27606,0,8464,722
477,1382,0,508,60,27616,0,9004,719
478,1382,0,508,60,27626,0,9012,727
479,1382,0,508,60,27620,0,9012,738
480,1382,0,506,60,27591,0,9005,693
481,1382,0,506,60,27588,0,8465,693
482,1382,0,506,60,27588,0,8464,688
483,1382,0,506,60,27588,0,8464,687
484,1381,0,507,60,27580,0,9005,689
485,1381,0,508,60,27579,0,9005,677
486,1382,0,506,60,27580,0,10692,684
487,1382,0,504,60,27582,0,9547,685
488,1382,0,507,60,27582,0,9546,688
489,1382,0,507,60,27578,0,9546,697
490,1381,0,508,60,27576,0,9546,715
491,1381,0,508,60,27569,0,9006,708
492,1381,0,508,60,27579,0,7921,720
493,1382,0,507,60,27584,0,7921,720
494,1381,0,509,60,27583,0,7920,722
495,1381,0,509,60,27593,0,7919,725
496,1381,0,508,60,27600,0,7933,744
497,1381,0,508,60,27597,0,7933,751
498,1381,0,509,60,27610,0,7934,771
499,1382,0,506,60,27609,0,9547,708
500,1382,0,507,60,27608,0,9546,714
501,1382,0,506,60,27603,0,9547,716
502,1382,0,506,60,27607,0,9007,714
503,1382,0,506,60,27607,0,9008,711
504,1382,0,507,60,27607,0,9008,713
505,1382,0,507,60,27607,0,9005,709
506,1382,0,507,60,27612,0,9005,723
507,1382,0,508,60,27605,0,8457,712
508,1382,0,508,60,27607,0,8967,755
509,1382,0,508,60,27612,0,8461,753
510,1381,0,509,60,27653,0,8478,756
511,1380,0,511,60,27817,0,10845,670
512,1380,0,512,60,27957,0,12215,485
513,1377,0,518,60,28148,0,16260,393
514,1375,0,521,60,28243,0,18906,364
515,1372,0,527,60,28504,0,19753,230
516,1370,0,531,60,28668,0,19760,132
517,1368,0,535,60,29254,0,16938,41
518,1367,0,538,60,29690,0,16582,0
519,1364,0,543,60,30444,0,17578,0
520,1363,0,546,60,31387,838,18834,0
521,1362,0,547,60,30992,1740,19329,0
522,1362,0,547,60,30740,1840,19380,0
523,1361,0,549,60,30459,1920,19361,41
524,1361,0,549,60,30362,1985,19408,183
525,1361,0,549,60,30118,1993,19367,411
526,1361,0,549,60,29890,1957,19337,555
527,1361,0,549,60,29789,1995,19314,717
528,1361,0,549,60,29655,2020,19298,842
529,1361,0,549,60,29551,1990,19280,1008
530,1361,0,549,60,29442,1951,19222,1166
531,1361,0,549,60,29375,1908,19210,1311
532,1361,0,549,60,29363,1892,19198,1306
533,1362,0,548,60,29328,1933,19179,1396
534,1361,0,549,60,29295,1899,19166,1470
535,1362,0,548,60,29261,1926,19152,1524
536,1361,0,549,60,29208,1948,19152,1588
537,1361,0,549,60,29191,1963,19156,1615
538,1361,0,549,60,29180,1940,19161,1656
539,1363,0,547,60,29168,1947,19153,1546
540,1363,0,547,60,29156,1934,19149,1484
541,1363,0,546,60,29142,1934,19150,1467
542,1362,0,547,60,29143,1939,19151,1519
543,1362,0,547,60,29129,1938,19147,1530
544,1362,0,547,60,29105,1941,19142,1551
545,1362,0,547,60,29097,1940,19140,1586
546,1362,0,547,60,29070,1945,19141,1589
547,1362,0,547,60,29046,1946,19138,1600
548,1362,0,547,60,29051,1939,19140,1612
549,1362,0,547,60,29031,1944,19140,1607
550,1362,0,547,60,29028,1946,19142,1635
551,1362,0,548,60,29035,1962,19138,1540
552,1362,0,547,60,29039,1959,19141,1540
553,1362,0,547,60,29033,1967,19144,1535
554,1362,0,547,60,29034,1969,19144,1551
555,1362,0,547,60,29036,1969,19144,1557
556,1362,0,547,60,29034,1967,19144,1588
557,1362,0,547,60,29039,1968,19143,1617
558,1362,0,547,60,29041,1969,19142,1611
559,1362,0,547,60,29050,1970,19144,1611
560,1362,0,547,60,29048,1973,19144,1629
561,1362,0,547,60,29048,1970,19144,1631
562,1362,0,547,60,29058,1974,19144,1653
563,1362,0,547,60,29056,1973,19144,1655
564,1362,0,547,60,29068,1974,19145,1658
565,1362,0,547,60,29067,1974,19145,1656
566,1362,0,547,60,29069,1973,19144,1654
567,1362,0,548,60,29073,1972,19145,1675
568,1362,0,548,60,29074,1969,19144,1673
569,1362,0,548,60,29074,1969,19144,1673
570,1362,0,547,60,29093,1950,19142,1527
571,1362,0,547,60,29092,1967,19145,1524
572,1362,0,547,60,29105,1950,19142,1527
573,1362,0,547,60,29107,1954,19141,1530
574,1362,0,547,60,29128,1964,19140,1591
575,1361,0,549,60,29107,1965,19140,1585
576,1362,0,547,60,29127,1950,19141,1530
577,1362,0,547,60,29127,1967,19145,1525
578,1362,0,547,60,29138,1967,19143,1528
579,1362,0,548,60,29144,1964,19143,1592
580,1361,0,549,60,29143,1967,19141,1574
581,1361,0,549,60,29142,1965,19142,1593
582,1362,0,548,60,29131,1967,19139,1595
583,1362,0,548,60,29138,1967,19142,1606
584,1362,0,547,60,29132,1971,19144,1611
585,1362,0,547,60,29132,1972,19144,1615
586,1362,0,548,60,29128,1967,19145,1622
587,1362,0,548,60,29122,1970,19145,1627
588,1362,0,548,60,29118,1962,19144,1647
589,1362,0,548,60,29120,1964,19145,1644
590,1362,0,548,60,29117,1964,19145,1644
591,1362,0,548,60,29116,1964,19146,1638
592,1362,0,548,60,29114,1964,19146,1648
593,1362,0,548,60,29114,1964,19146,1648
594,1362,0,548,60,29110,1965,19146,1643
595,1362,0,548,60,29111,1965,19146,1642
596,1362,0,548,60,29108,1965,19146,1642
597,1362,0,548,60,29108,1965,19146,1641
598,1362,0,548,60,29103,1962,19146,1650
599,1362,0,548,60,29106,1969,19145,1653
600,1362,0,547,60,29098,1955,19145,1487
601,1362,0,546,60,29088,1971,19146,1500
602,1362,0,547,60,29087,1972,19142,1527
603,1362,0,547,60,29074,1968,19140,1534
604,1361,0,547,60,29061,1971,19144,1554
605,1361,0,547,60,29048,1969,19144,1596
606,1362,0,547,60,29040,1971,19141,1591
607,1362,0,547,60,29032,1971,19144,1604
608,1362,0,548,60,29015,1974,19145,1620
609,1362,0,547,60,28997,1972,19145,1637
610,1362,0,547,60,29000,1964,19146,1647
611,1361,0,549,60,29003,1966,19143,1649
612,1361,0,549,60,28997,1965,19147,1641
613,1361,0,549,60,28998,1965,19147,1640
614,1361,0,549,60,28998,1965,19147,1640
615,1361,0,549,60,29002,1965,19147,1640
616,1361,0,549,60,29004,1965,19147,1640
617,1361,0,549,60,28999,1963,19146,1639
618,1361,0,549,60,29001,1965,19147,1636
619,1362,0,548,60,29014,1958,19141,1493
620,1362,0,548,60,29013,1962,19136,1494
621,1361,0,548,60,29020,1972,19137,1530
622,1361,0,548,60,29019,1971,19140,1556
623,1361,0,548,60,29027,1972,19138,1551
624,1361,0,548,60,29027,1972,19139,1553
625,1361,0,548,60,29018,1972,19141,1564
626,1361,0,548,60,29018,1971,19140,1571
627,1361,0,549,60,29020,1972,19143,1581
