frame,capsule_x,capsule_y,capsule_w,capsule_h,capsule_area,title_bright,under_dark,art_color
628,1361,0,549,60,29024,1972,19143,1581
629,1362,0,548,60,29037,1976,19141,1606
630,1362,0,548,60,29047,1976,19141,1606
631,1362,0,547,60,29040,1976,19145,1618
632,1362,0,547,60,29046,1976,19145,1618
633,1362,0,548,60,29065,1979,19144,1623
634,1362,0,548,60,29074,1945,19110,1621
635,1363,0,546,60,29074,1673,18863,1649
636,1365,0,541,60,28881,0,16989,1590
637,1367,0,537,60,28734,0,16911,1622
638,1369,0,533,60,28618,0,18386,1627
639,1368,0,534,60,28614,0,18339,1645
640,1372,0,527,60,28479,0,19690,1644
641,1374,0,524,60,28395,0,19433,1680
642,1375,0,521,60,28307,0,19133,1614
643,1376,0,519,60,28278,0,17386,1637
644,1376,0,519,60,28186,0,16489,1641
645,1378,0,516,60,28157,0,12829,1646
646,1378,0,515,60,28085,0,10955,1635
647,1378,0,514,60,28051,0,10930,1627
648,1379,0,513,60,28005,0,10891,1691
649,1379,0,513,60,27971,0,10383,1673
650,1380,0,511,60,27927,0,10352,1667
651,1380,0,511,60,27905,0,10330,1652
652,1380,0,511,60,27843,0,10276,1672
653,1380,0,511,60,27842,0,10277,1671
654,1381,0,510,60,27822,0,9340,1658
655,1381,0,509,60,27814,0,9314,1666
656,1381,0,509,60,27805,0,8865,1664
657,1381,0,509,60,27789,0,8851,1694
658,1381,0,509,60,27746,0,7935,1685
659,1382,0,507,60,27703,0,9009,1525
660,1382,0,506,60,27706,0,9012,1555
661,1382,0,506,60,27682,0,8472,1565
662,1382,0,506,60,27666,0,9009,1528
663,1382,0,506,60,27652,0,8470,1565
664,1382,0,508,60,27663,0,9010,1611
665,1382,0,507,60,27660,0,9552,1626
666,1382,0,508,60,27637,0,9011,1622
667,1382,0,508,60,27613,0,9009,1613
668,1382,0,508,60,27609,0,9550,1615
669,1382,0,508,60,27591,0,9550,1606
670,1382,0,508,60,27582,0,8471,1610
671,1382,0,508,60,27581,0,8471,1610
672,1381,0,509,60,27583,0,8471,1609
673,1381,0,509,60,27583,0,8471,1609
674,1382,0,506,60,27604,0,9550,1568
675,1382,0,507,60,27609,0,9551,1558
676,1382,0,506,60,27607,0,9012,1564
677,1382,0,506,60,27618,0,8472,1597
678,1382,0,507,60,27619,0,9011,1601
679,1382,0,507,60,27608,0,9013,1614
680,1382,0,507,60,27612,0,9013,1629
681,1382,0,507,60,27624,0,9013,1631
682,1382,0,507,60,27624,0,9013,1629
683,1382,0,507,60,27632,0,9013,1631
684,1382,0,507,60,27635,0,9013,1631
685,1382,0,507,60,27636,0,9013,1631
686,1382,0,508,60,27655,0,9013,1647
687,1382,0,508,60,27655,0,9013,1640
688,1382,0,507,60,27654,0,9012,1644
689,1382,0,507,60,27654,0,9011,1638
690,1382,0,507,60,27654,0,8471,1653
691,1381,0,509,60,27654,0,8472,1654
692,1382,0,507,60,27652,0,8471,1653
693,1382,0,507,60,27658,0,8471,1652
694,1382,0,507,60,27657,0,8471,1652
695,1382,0,507,60,27662,0,8471,1651
696,1382,0,507,60,27663,0,8471,1651
697,1382,0,507,60,27670,0,8471,1653
698,1381,0,509,60,27677,0,8472,1664
699,1381,0,509,60,27681,0,8471,1665
700,1381,0,509,60,27689,0,8471,1665
701,1381,0,509,60,27689,0,8471,1662
702,1381,0,508,60,27684,0,8471,1665
703,1381,0,508,60,27683,0,8471,1667
704,1381,0,508,60,27680,0,8471,1668
705,1381,0,508,60,27675,0,8471,1658
706,1382,0,507,60,27677,0,8471,1666
707,1382,0,508,60,27668,0,8471,1671
708,1382,0,508,60,27663,0,8471,1669
709,1382,0,508,60,27658,0,8472,1671
710,1382,0,508,60,27656,0,8471,1666
711,1382,0,508,60,27652,0,8471,1667
712,1382,0,508,60,27648,0,8471,1666
713,1382,0,508,60,27647,0,8471,1666
714,1382,0,508,60,27646,0,8471,1666
715,1382,0,508,60,27644,0,8471,1668
716,1382,0,508,60,27644,0,8471,1666
717,1382,0,508,60,27644,0,8471,1666
718,1382,0,508,60,27644,0,8472,1672
719,1382,0,508,60,27643,0,8471,1683
720,1383,0,506,60,27621,0,10651,1562
721,1383,0,506,60,27635,0,10617,1543
722,1383,0,506,60,27625,0,10617,1577
723,1383,0,506,60,27622,0,9541,1577
724,1383,0,506,60,27623,0,9001,1598
725,1383,0,507,60,27623,0,9001,1630
726,1382,0,508,60,27623,0,9001,1625
727,1382,0,508,60,27628,0,9001,1636
728,1382,0,508,60,27624,0,8461,1646
729,1382,0,508,60,27623,0,8464,1641
730,1382,0,508,60,27621,0,8464,1641
731,1382,0,508,60,27627,0,8464,1640
732,1382,0,508,60,27625,0,8464,1639
733,1382,0,508,60,27624,0,8464,1640
734,1382,0,508,60,27627,0,8464,1635
735,1382,0,508,60,27630,0,8464,1637
736,1382,0,508,60,27633,0,8464,1642
737,1382,0,508,60,27638,0,8464,1654
738,1381,0,509,60,27639,0,8466,1649
739,1381,0,509,60,27648,0,8471,1646
740,1382,0,508,60,27651,0,8472,1660
741,1382,0,508,60,27655,0,8472,1649
742,1382,0,508,60,27662,0,8472,1658
743,1382,0,508,60,27664,0,8472,1658
744,1382,0,508,60,27666,0,8472,1647
745,1382,0,508,60,27670,0,8472,1648
746,1382,0,508,60,27672,0,8472,1648
747,1382,0,508,60,27669,0,8472,1647
748,1382,0,508,60,27662,0,8472,1646
749,1382,0,508,60,27654,0,8470,1659
750,1382,0,508,60,27645,0,8470,1659
751,1382,0,508,60,27639,0,8470,1660
752,1382,0,508,60,27629,0,8470,1662
753,1382,0,508,60,27624,0,8470,1662
754,1382,0,508,60,27619,0,8471,1669
755,1380,0,511,60,27798,0,10846,1626
756,1378,0,515,60,27966,0,10626,1616
757,1376,0,519,60,28137,0,17253,1645
758,1374,0,524,60,28243,0,19366,1651
759,1371,0,529,60,28534,0,19718,1473
760,1369,0,533,60,28897,0,19754,917
761,1367,0,537,60,29386,0,18962,341
762,1366,0,540,60,29907,0,18054,38
763,1364,0,543,60,30551,0,18420,0
764,1363,0,545,60,31092,0,18875,0
765,1363,0,545,60,31201,0,18981,0
766,1362,0,546,60,30755,0,19370,0
767,1362,0,547,60,30358,9,19404,120
768,1361,0,549,60,30104,51,19363,190
769,1361,0,549,60,29968,314,19353,258
770,1361,0,549,60,29782,645,19346,318
771,1361,0,549,60,29660,932,19314,348
772,1360,0,550,60,29556,1103,19292,382
773,1360,0,550,60,29458,1162,19286,395
774,1361,0,549,60,29359,1251,19281,388
775,1361,0,549,60,29310,1345,19278,378
776,1361,0,549,60,29284,1354,19264,387
777,1361,0,549,60,29243,1377,19260,390
778,1361,0,549,60,29238,1406,19261,347
779,1361,0,549,60,29193,1414,19263,357
780,1362,0,549,60,29154,1442,19256,359
781,1362,0,548,60,29176,1447,19257,378
782,1361,0,550,60,29187,1455,19255,367
783,1362,0,548,60,29174,1468,19257,390
784,1362,0,548,60,29168,1465,19253,348
785,1361,0,549,60,29167,1469,19255,363
786,1361,0,548,60,29141,1470,19256,362
787,1361,0,549,60,29144,1465,19251,370
788,1361,0,549,60,29155,1469,19249,355
789,1362,0,548,60,29175,1468,19250,342
790,1361,0,549,60,29170,1475,19250,332
791,1361,0,549,60,29169,1478,19250,342
792,1362,0,548,60,29166,1485,19251,334
793,1361,0,549,60,29183,1499,19250,342
794,1362,0,548,60,29157,1486,19251,337
795,1361,0,549,60,29149,1499,19250,336
796,1361,0,549,60,29143,1496,19250,342
797,1361,0,549,60,29135,1496,19250,343
798,1361,0,549,60,29122,1497,19251,338
799,1361,0,549,60,29116,1508,19251,333
800,1361,0,549,60,29108,1518,19251,333
801,1361,0,549,60,29100,1519,19251,333
802,1362,0,548,60,29090,1519,19251,342
803,1362,0,548,60,29085,1517,19251,336
804,1362,0,548,60,29073,1527,19249,335
805,1362,0,548,60,29071,1528,19249,332
806,1362,0,548,60,29070,1523,19250,331
807,1361,0,549,60,29069,1529,19249,326
808,1362,0,548,60,29064,1529,19251,320
809,1361,0,549,60,29051,1528,19250,327
810,1361,0,549,60,29036,1528,19250,327
811,1361,0,549,60,29026,1529,19251,327
812,1362,0,548,60,29005,1512,19244,352
813,1362,0,547,60,28997,1516,19248,353
814,1362,0,547,60,28985,1523,19248,354
815,1361,0,548,60,28957,1522,19249,346
816,1361,0,548,60,28932,1523,19250,343
817,1361,0,548,60,28922,1522,19247,343
818,1362,0,547,60,28908,1525,19249,358
819,1362,0,547,60,28897,1525,19249,346
820,1362,0,547,60,28892,1526,19248,342
821,1362,0,547,60,28894,1525,19249,335
822,1362,0,548,60,28886,1524,19250,337
823,1362,0,547,60,28890,1525,19250,334
824,1361,0,548,60,28905,1522,19249,327
825,1361,0,548,60,28916,1523,19251,322
826,1361,0,548,60,28929,1522,19249,329
827,1362,0,548,60,28942,1512,19245,352
828,1362,0,547,60,28966,1516,19248,353
829,1362,0,546,60,28975,1520,19247,341
830,1361,0,548,60,28990,1520,19251,341
831,1361,0,548,60,29006,1524,19251,346
832,1361,0,548,60,29019,1524,19249,342
833,1361,0,548,60,29020,1524,19248,344
834,1361,0,549,60,29033,1524,19249,342
835,1361,0,549,60,29043,1523,19251,339
836,1362,0,548,60,29046,1524,19252,352
837,1362,0,548,60,29047,1524,19250,338
838,1362,0,548,60,29050,1523,19249,341
839,1362,0,547,60,29060,1516,19250,333
840,1362,0,546,60,29082,1509,19254,364
841,1362,0,547,60,29081,1508,19250,365
842,1362,0,546,60,29102,1512,19251,342
843,1362,0,546,60,29112,1512,19249,346
844,1361,0,548,60,29126,1514,19249,345
845,1361,0,548,60,29132,1512,19250,335
846,1361,0,548,60,29151,1518,19252,341
847,1361,0,548,60,29161,1519,19250,353
848,1361,0,548,60,29168,1517,19250,348
849,1362,0,547,60,29168,1517,19251,346
850,1362,0,547,60,29174,1517,19249,331
851,1362,0,547,60,29187,1515,19250,344
852,1362,0,547,60,29188,1516,19249,333
853,1362,0,547,60,29181,1522,19246,333
854,1362,0,547,60,29138,1516,19249,338
855,1362,0,547,60,29126,1517,19249,334
856,1362,0,547,60,29123,1522,19248,337
857,1362,0,547,60,29101,1522,19248,338
858,1362,0,547,60,29073,1519,19248,338
859,1362,0,547,60,29051,1521,19248,338
860,1362,0,547,60,29030,1522,19248,340
861,1362,0,548,60,28997,1521,19248,347
862,1362,0,547,60,29002,1528,19247,348
863,1362,0,546,60,28967,1513,19254,364
864,1362,0,547,60,28941,1512,19249,361
865,1362,0,547,60,28940,1516,19251,345
866,1361,0,548,60,28946,1516,19248,340
867,1361,0,548,60,28939,1519,19248,348
868,1361,0,548,60,28943,1518,19249,340
869,1361,0,548,60,28952,1522,19250,342
870,1361,0,548,60,28960,1524,19249,351
871,1361,0,548,60,28956,1521,19250,347
872,1362,0,547,60,28969,1520,19249,352
873,1362,0,547,60,28961,1521,19250,340
874,1362,0,547,60,28974,1521,19250,334
875,1361,0,549,60,28979,1521,19249,332
876,1361,0,549,60,29001,1524,19247,344
877,1362,0,548,60,28995,1520,19250,333
878,1362,0,548,60,28998,1521,19250,333
879,1362,0,548,60,29018,1512,19253,363
880,1362,0,547,60,29024,1509,19257,361
881,1362,0,547,60,29027,1514,19257,340
882,1361,0,548,60,29040,1514,19257,346
883,1362,0,546,60,28995,1399,19191,356
884,1363,0,545,60,28930,101,18600,377
885,1365,0,541,60,28802,0,17709,365
886,1368,0,535,60,28563,0,18037,432
887,1368,0,535,60,28572,0,18047,420
888,1371,0,529,60,28418,0,19751,519
889,1373,0,525,60,28363,0,19591,556
890,1374,0,523,60,28278,0,19278,570
891,1375,0,521,60,28244,0,19088,617
892,1376,0,518,60,28112,0,16017,613
893,1378,0,516,60,28094,0,12455,671
894,1379,0,513,60,28001,0,10626,699
895,1379,0,513,60,27983,0,10606,738
896,1380,0,511,60,27894,0,11357,761
897,1380,0,512,60,27889,0,11347,779
898,1380,0,511,60,27868,0,11342,789
899,1380,0,511,60,27858,0,11361,824
900,1381,0,509,60,27770,0,10845,844
901,1381,0,510,60,27744,0,9924,880
902,1380,0,510,60,27744,0,9893,890
903,1381,0,509,60,27707,0,9837,891
904,1381,0,509,60,27692,0,9766,891
905,1381,0,508,60,27686,0,9403,897
906,1381,0,508,60,27650,0,8476,903
907,1382,0,508,60,27649,0,8492,905
908,1382,0,507,60,27640,0,8473,910
909,1383,0,505,60,27628,0,8475,924
910,1383,0,505,60,27620,0,8473,931
911,1383,0,506,60,27616,0,8472,935
912,1382,0,507,60,27625,0,8472,911
913,1383,0,506,60,27620,0,8472,897
914,1382,0,508,60,27623,0,8473,891
915,1383,0,506,60,27593,0,8472,889
916,1382,0,507,60,27586,0,8472,885
917,1382,0,508,60,27590,0,8472,892
918,1382,0,508,60,27583,0,8472,877
919,1382,0,508,60,27575,0,8472,873
920,1382,0,508,60,27573,0,8471,861
921,1381,0,509,60,27567,0,8472,868
922,1381,0,508,60,27564,0,8472,866
923,1381,0,509,60,27556,0,8472,870
924,1381,0,509,60,27551,0,8472,869
925,1382,0,506,60,27533,0,9006,909
926,1382,0,506,60,27531,0,8466,953
927,1382,0,506,60,27541,0,8463,900
928,1382,0,506,60,27539,0,9544,891
929,1382,0,506,60,27548,0,9544,897
930,1382,0,507,60,27562,0,9003,876
931,1382,0,508,60,27587,0,9004,869
932,1382,0,507,60,27599,0,9004,873
933,1382,0,507,60,27599,0,8463,868
934,1382,0,508,60,27625,0,8466,868
935,1382,0,508,60,27645,0,8466,864
936,1382,0,508,60,27667,0,8471,876
937,1382,0,508,60,27683,0,8470,863
938,1382,0,506,60,27677,0,10693,887
939,1382,0,506,60,27682,0,9546,891
940,1382,0,507,60,27690,0,10627,891
941,1381,0,509,60,27773,0,10397,876
942,1381,0,509,60,27905,0,10361,858
943,1381,0,509,60,27905,0,10322,857
944,1374,0,523,60,28321,0,19183,618
945,1374,0,523,60,28317,0,19243,611
946,1372,0,527,60,28445,0,19655,507
947,1371,0,529,60,28520,0,19755,515
948,1368,0,535,60,28650,0,19554,398
949,1366,0,539,60,28777,0,17757,351
950,1365,0,541,60,28889,0,17683,379
951,1364,0,543,60,29028,0,18258,336
952,1363,0,545,60,29200,0,18782,335
953,1362,0,546,60,29514,0,19193,233
954,1362,0,546,60,29848,0,19301,108
955,1362,0,548,60,30373,13,19410,0
956,1361,0,549,60,31034,289,19584,0
957,1361,0,549,60,31274,905,19646,0
958,1360,0,550,60,30901,1332,19577,0
959,1361,0,549,60,30498,1606,19476,73
960,1362,0,549,60,30117,1777,19378,372
961,1362,0,547,60,29907,1732,19350,579
962,1361,0,548,60,29702,1794,19302,848
963,1361,0,548,60,29550,1848,19272,960
964,1361,0,548,60,29432,1892,19263,1170
965,1362,0,549,60,29369,2028,19256,1208
966,1362,0,547,60,29286,2022,19247,1254
967,1361,0,549,60,29251,1980,19237,1373
968,1361,0,549,60,29207,1992,19257,1437
969,1361,0,549,60,29145,1990,19251,1480
970,1361,0,548,60,29103,2012,19242,1478
971,1361,0,548,60,29046,2017,19237,1512
972,1362,0,547,60,29039,2051,19233,1518
973,1361,0,548,60,29017,2059,19230,1540
974,1361,0,549,60,29027,2063,19246,1547
975,1362,0,548,60,29024,2067,19233,1564
976,1362,0,547,60,29028,2069,19229,1558
977,1362,0,547,60,29028,2069,19229,1558
978,1362,0,548,60,29055,2072,19203,1569
979,1362,0,548,60,29034,2071,19211,1568
980,1362,0,547,60,29033,2075,19208,1578
981,1362,0,548,60,29053,2074,19211,1564
982,1361,0,548,60,29073,2073,19207,1562
983,1361,0,548,60,29081,2076,19206,1561
984,1362,0,548,60,29103,2085,19212,1560
985,1362,0,548,60,29113,2085,19212,1565
986,1362,0,548,60,29112,2083,19213,1552
987,1362,0,548,60,29119,2088,19215,1557
988,1362,0,548,60,29121,2084,19220,1553
989,1361,0,548,60,29103,2094,19223,1544
990,1361,0,549,60,29102,2088,19230,1546
991,1362,0,548,60,29083,2086,19208,1554
992,1362,0,548,60,29062,2090,19205,1556
993,1362,0,547,60,29031,2086,19201,1559
994,1362,0,547,60,29022,2087,19203,1547
995,1361,0,549,60,29019,2090,19208,1552
996,1361,0,549,60,29010,2090,19205,1545
997,1362,0,548,60,29006,2089,19213,1546
998,1362,0,548,60,28992,2087,19212,1553
999,1362,0,548,60,28982,2093,19209,1546
1000,1362,0,548,60,28967,2092,19210,1563
1001,1362,0,548,60,28971,2093,19220,1546
1002,1361,0,549,60,28955,2093,19215,1555
1003,1362,0,547,60,28965,2094,19210,1569
1004,1362,0,547,60,28963,2098,19210,1575
1005,1361,0,548,60,28996,2098,19211,1573
1006,1361,0,548,60,28980,2098,19209,1571
1007,1361,0,547,60,28992,2100,19214,1570
1008,1361,0,548,60,29003,2101,19217,1576
1009,1361,0,548,60,29017,2103,19209,1575
1010,1361,0,548,60,29034,2103,19213,1573
1011,1362,0,547,60,29036,2107,19211,1568
1012,1362,0,547,60,29051,2103,19220,1574
1013,1361,0,549,60,29048,2104,19214,1578
1014,1362,0,547,60,29048,2108,19216,1566
1015,1362,0,547,60,29059,2108,19218,1553
1016,1362,0,548,60,29064,2089,19205,1549
1017,1362,0,548,60,29064,2126,19222,1549
1018,1362,0,548,60,29061,2154,19220,1550
1019,1362,0,548,60,29062,2157,19221,1550
1020,1362,0,548,60,29060,2113,19216,1555
1021,1362,0,547,60,29035,2122,19213,1557
1022,1362,0,547,60,29028,2123,19209,1557
1023,1362,0,548,60,29018,2134,19209,1559
1024,1362,0,547,60,29040,2098,19205,1552
1025,1362,0,547,60,29033,2078,19201,1547
1026,1362,0,547,60,29036,2079,19203,1547
1027,1362,0,547,60,29034,2064,19212,1547
1028,1362,0,548,60,29044,2047,19243,1558
1029,1362,0,547,60,29011,2043,19246,1563
1030,1362,0,547,60,28998,2040,19245,1564
1031,1362,0,547,60,28990,2043,19259,1573
1032,1362,0,547,60,29013,2025,19259,1558
1033,1362,0,547,60,29009,2016,19244,1553
1034,1362,0,547,60,29004,2020,19248,1545
1035,1362,0,547,60,28989,2020,19252,1547
1036,1362,0,547,60,28989,2011,19254,1548
1037,1362,0,548,60,28967,2017,19254,1543
1038,1362,0,548,60,28952,2017,19253,1541
1039,1362,0,547,60,28930,2033,19262,1542
1040,1362,0,548,60,28903,2054,19259,1536
1041,1362,0,548,60,28872,2066,19257,1535
1042,1362,0,548,60,28853,2055,19254,1541
1043,1362,0,547,60,28825,2057,19259,1539
1044,1362,0,548,60,28807,2041,19256,1537
1045,1361,0,549,60,28822,2033,19256,1564
1046,1361,0,549,60,28821,1976,19248,1570
1047,1362,0,547,60,28824,1978,19239,1552
1048,1362,0,547,60,28836,1983,19238,1566
1049,1362,0,547,60,28864,1993,19237,1569
1050,1362,0,547,60,28874,1989,19244,1564
1051,1362,0,547,60,28890,1990,19243,1566
1052,1362,0,548,60,28913,1989,19246,1570
1053,1361,0,549,60,28920,1971,19243,1563
1054,1362,0,547,60,28938,2026,19255,1532
1055,1362,0,547,60,28933,1992,19252,1544
1056,1361,0,548,60,28940,2000,19248,1536
1057,1361,0,548,60,28986,2004,19243,1566
1058,1361,0,547,60,28998,2004,19242,1562
1059,1361,0,548,60,29009,1992,19233,1567
1060,1361,0,548,60,29039,2024,19237,1564
1061,1362,0,547,60,29050,2046,19239,1564
1062,1362,0,547,60,29042,2035,19238,1581
1063,1362,0,548,60,29050,2047,19233,1575
1064,1362,0,548,60,29047,2014,19231,1573
1065,1361,0,549,60,29050,2067,19238,1565
1066,1362,0,548,60,29055,2077,19236,1570
1067,1361,0,548,60,29064,2039,19221,1568
1068,1362,0,548,60,29064,2021,19219,1568
1069,1362,0,548,60,29069,2021,19221,1568
1070,1362,0,547,60,29054,1702,18989,1563
1071,1365,0,541,60,28785,0,16639,1514
1072,1365,0,541,60,28781,0,16618,1503
1073,1367,0,538,60,28669,0,16173,1474
1074,1370,0,531,60,28485,0,19723,1527
1075,1372,0,527,60,28415,0,19686,1555
1076,1373,0,525,60,28326,0,19460,1608
1077,1375,0,521,60,28255,0,19068,1650
1078,1376,0,519,60,28176,0,17380,1598
1079,1377,0,518,60,28102,0,15299,1623
1080,1378,0,515,60,28037,0,12883,1624
1081,1378,0,514,60,27980,0,11662,1596
1082,1379,0,513,60,27906,0,11300,1626
1083,1379,0,513,60,27861,0,11121,1648
1084,1380,0,511,60,27822,0,11279,1617
1085,1380,0,511,60,27750,0,10397,1614
1086,1381,0,510,60,27697,0,12845,1626
1087,1381,0,510,60,27644,0,10449,1625
1088,1382,0,509,60,27609,0,11341,1630
1089,1381,0,510,60,27554,0,10441,1632
1090,1382,0,509,60,27521,0,10889,1620
1091,1382,0,509,60,27492,0,9434,1637
1092,1382,0,508,60,27479,0,9395,1634
1093,1382,0,508,60,27441,0,8471,1646
1094,1382,0,508,60,27446,0,8472,1642
1095,1382,0,508,60,27445,0,8474,1643
1096,1382,0,508,60,27473,0,8472,1634
1097,1382,0,508,60,27478,0,8470,1636
1098,1382,0,508,60,27488,0,8470,1637
1099,1382,0,505,60,27480,0,9556,1656
1100,1382,0,506,60,27479,0,9554,1649
1101,1382,0,507,60,27500,0,9015,1644
1102,1382,0,507,60,27491,0,8473,1652
1103,1382,0,507,60,27475,0,9013,1652
1104,1382,0,506,60,27474,0,9014,1644
1105,1382,0,507,60,27488,0,9013,1649
1106,1382,0,507,60,27527,0,9013,1646
1107,1382,0,507,60,27623,0,9012,1627
1108,1382,0,508,60,27642,0,8472,1613
1109,1382,0,508,60,27639,0,9011,1618
1110,1381,0,509,60,27700,0,9011,1554
1111,1381,0,509,60,27827,0,8471,1465
1112,1381,0,508,60,27862,0,8471,1442
1113,1381,0,508,60,27904,0,8471,1403
1114,1381,0,509,60,27934,0,8471,1389
1115,1381,0,509,60,27967,0,8473,1366
1116,1381,0,509,60,28083,0,8472,1289
1117,1381,0,509,60,28124,0,8472,1261
1118,1381,0,509,60,28125,0,7933,1251
1119,1381,0,509,60,28155,0,7932,1219
1120,1381,0,509,60,28181,0,7933,1184
1121,1381,0,509,60,28201,0,7930,1182
1122,1382,0,506,60,28190,0,9006,1035
1123,1382,0,506,60,28197,0,8473,1064
1124,1382,0,507,60,28209,0,9009,1040
1125,1382,0,507,60,28190,0,9012,1044
1126,1382,0,507,60,28201,0,9553,1063
1127,1382,0,506,60,28194,0,9006,1009
1128,1382,0,506,60,28195,0,8466,1014
1129,1382,0,506,60,28194,0,8156,1049
1130,1382,0,507,60,28200,0,9552,1053
1131,1382,0,507,60,28195,0,9552,1066
1132,1382,0,507,60,28191,0,9552,1064
1133,1382,0,507,60,28186,0,9552,1054
1134,1382,0,507,60,28196,0,8901,1080
1135,1381,0,508,60,28195,0,8901,1100
1136,1381,0,508,60,28194,0,8901,1093
1137,1382,0,507,60,28189,0,9297,1146
1138,1382,0,507,60,28188,0,9147,1147
1139,1381,0,508,60,28190,0,8680,1150
1140,1382,0,506,60,28191,0,10697,1123
1141,1383,0,505,60,28173,0,9552,1135
1142,1382,0,506,60,28174,0,9551,1127
1143,1382,0,507,60,28172,0,9550,1137
1144,1381,0,507,60,28176,0,9550,1146
1145,1381,0,508,60,28177,0,8471,1153
1146,1381,0,508,60,28175,0,8471,1164
1147,1381,0,508,60,28180,0,8471,1171
1148,1382,0,507,60,28182,0,8472,1192
1149,1381,0,508,60,28188,0,8472,1158
1150,1381,0,508,60,28186,0,8467,1160
